IBGE;NU_IDENTIFICADOR;ident_nome;ident_tplog;ident_log;ident_numero;ident_comp;ident_bairro;ident_cep;ident_municipio;ident_uf;ident_email;ident_tel;ident_ramal;ident_fax;ident_dt_imp;q25
410870;4108703400941;CENTRO DE CONVIVÊNCIA PROJETO MENINO ESPERANÇA;3;Avenida das Flores;S/N;PREDIO;CENTRO;86845000;GRANDES RIOS;PR;socialgrios@hotmail.com;(43) 34741222;0;;30/01/1998;Dança, Capoeira, Educação Física, Teatro, Coral, Instrumentos Musicais, Artesanato, Atividades Sócioeducativas, Passeios, 
410880;4108803407537;CENTRO DE CONVIVÊNCIA CEACA - CENTRO DE ATENDIMENTO A CRIANÇA E AO ADOLESCENTE;43;VILA SÃO DOMINGOS;S/N;CASA;SÃO DOMINGOS;85980000;GUAIRA;PR;acaosocial@guaira.pr.gov.br;(44) 36428660;;(44) 36428650;07/09/2007;Atividades de esporte,cultura e lazer oferecidas através de oficinas contratadas com recursos do FNAS
410880;4108803413216;CENTRO DE CONVIVÊNCIA DA MELHOR IDADE;3;THOMAZ LUIZ ZEBALLOS;0;casa;CENTRO;85980000;GUAIRA;PR;acaosocial@guaira.pr.gov.br;(44) 36427797;;;10/11/2017;Atividades recreativas, culturais, saúde e direitos sociais
410890;4108903406154;CENTRO DE CONVIVENCIA DA TERCEIRA IDADE DE GUAIRACA;32;Rodrigo Ayres de Oliveira ;1168;;CENTRO;87880000;GUAIRACA;PR;assistenciasocialguairaca@hotmail.com;(44) 34421487;;;14/01/2002;"A oficina é uma estratégia para potencializar e qualificar as ações dos grupos do SCFV. Trata-se de um subterfúgio para promover a convivência, as conversações e os fazeres por meio dos quais os vínculos entre os usuários e entre estes e os profissionais são construídos. 
Aos usuários que não tem aptidão para participar de oficinais que envolvem atividades físicas e manuais, por exemplo. Essa situação demandará dos profissionais que atuam no serviço de atenção as necessidades e perfis dos usuários, afim de que se evite a sua evasão dos grupos.
As oficinas são estratégias para integração dos eixos do serviço com os temas abordados e contribuem para reforçar a adesão. Devem ser práticas e vivencias culturais, lúdicas, esportivas e de lazer, desenvolvidas para alcançar os objetivos específicos do serviço.
"
410890;4108903411622;CENTRO DE CONVIVÊNCIA AMARÍLIS ;32;Avenida Candido Berthier Fortes ;0;CASA;Centro;87880000;GUAIRACA;PR;amarilisguairaca@hotmail.com;(44) 34421990;0;34421990;07/06/2013; Atividades de arte e cultura (dança, teatro, música e etc),Atividades recreativas e/ou lúdicas, Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.).
410895;4108953401240;CENTRO DE CONVIVÊNCIA PEQUENO POLEGAR/ BV;4;Comunidade Boa Vista;0;prédio público;Zona Rural;84435000;GUAMIRANGA;PR;guamirangasocial@guamiranga.pr.gov.br;(42) 91315701;0;;01/08/2005;"Prevenção no envolvimento com drogas, cuidados com a saúde, Respeito á família e com opiniões diferentes, hábitos alimentares saudáveis, saúde e higiene, 
folclore e cultura local, atividades relacionadas á semana do transito, Contação de histórias e leituras, direitos e deveres das crianças e adolescentes, Cuidados com o meio ambiente e reciclagem, 
entre outras. Estas atividades são desenvolvidas por meio de dinâmicas, rodas de conversa, exposição dos orientadores sociais sobre o tema, vídeos e documentários,
confecção de materiais, encenações, fantoches, pintura, colagem, etc..... Também foram realizadas palestras sobre a dengue, saúde bucal, semana de prevenção contra a exploração
sexual, entre outras, que são desenvolvidas em parceria com profissionais de outras secretarias. Normalmente, no final de cada encontro são realizadas atividades de recreação, como 
brincadeiras e atividades esportivas."
410895;4108953406155;CENTRO DE CONVIVÊNCIA PETI/SEDE;32;IMBITUVA;0;Próximo a Casa Lar;Centro;84435000;GUAMIRANGA;PR;guamirangasocial@guamiranga.pr.gov.br;(42) 34381283;;;18/08/2005;"Prevenção no envolvimento com drogas, cuidados com a saúde, Respeito á família e com opiniões diferentes, hábitos alimentares saudáveis, saúde e higiene, 
folclore e cultura local, atividades relacionadas á semana do transito, Contação de histórias e leituras, direitos e deveres das crianças e adolescentes, Cuidados com o meio ambiente e reciclagem, 
entre outras. Estas atividades são desenvolvidas por meio de dinâmicas, rodas de conversa, exposição dos orientadores sociais sobre o tema, vídeos e documentários,
confecção de materiais, encenações, fantoches, pintura, colagem, etc..... Também foram realizadas palestras sobre a dengue, saúde bucal, semana de prevenção contra a exploração
sexual, entre outras, que são desenvolvidas em parceria com profissionais de outras secretarias. Normalmente, no final de cada encontro são realizadas atividades de recreação, como 
brincadeiras e atividades esportivas."
410900;4109003400942;CENTRO DE CONVIVÊNCIA Centro de Atendimento da Criança e do Adolescente;3;Avenida Guadalajara;s/n;casa;centro;86465000;GUAPIRAMA;PR;guapiramapm@yahoo.com.br;(43) 91020511;0;;25/08/2013;5
410930;4109303406156;CENTRO DE CONVIVÊNCIA ESPAÇO LEGAL;32;Pedro Vink;s/n;;Jardim Cidade Alta;85400000;GUARANIACU;PR;assistenciasocial@guaraniacu.pr.gov.br;(45) 32322512;;;08/12/2008;O Espaço Legal, oferta oficinas de: Teatro, Dança, Expressão corporal, Informática, Capoeira, Taekwondo, Muay thai, além de atividades recreativas, orientações sobre direitos sociais, higiene e cuidados pessoais, atividades de arte e cultura e passeios escolhidos pelos usuários do serviço
410940;4109403400954;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO BENEFICIENTE DAS SENHORAS DE ENTRE RIOS;32;PROJETADA - O;S/N;COLÔNIA VITÓRIA;DISTRITO ENTRE RIOS;85139400;GUARAPUAVA;PR;projecao@abser.org.br;(42) 36258318;;(42) 36251588;06/06/1990;Crianças e adolescentes de 9 a 17 anos: Grupos e oficinas de convivência e fortalecimento de vínculos.  Familiares: grupos semanais com mulheres reuniões mensais com responsáveis, palestras e acompanhamento dos mesmos por meio de visitas domiciliares e atendimentos.
410940;4109403406157;CENTRO DE CONVIVÊNCIA INSTITUTO DE AÇÃO SOCIAL JOÃO PAULO II;32;BERNARDINO ROSEIRA DE LACERDA;780;;MORRO ALTO;85100970;GUARAPUAVA;PR;cejp2gpuava@outlook.com;(42) 36235047;;(42) 36235047;13/01/1996;É realizado rodas de diálogo e reflexão  sobre diversos temas relevantes para a formação de cidadãos críticos e conscientes de seus direitos, se usa de oficinas de dança, música, teatro e esporte como meio de atingir os objetivos do SCFV. 
410940;4109403406158;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DOS PAIS E AMIGOS DOS DEFICIENTES VISUAIS- APADEVI;32;Capitão Frederico Virmond;3494;;Santa Cruz;85060260;GUARAPUAVA;PR;apadevigpva@gmail.com;(42) 36220617;;;28/03/1989;São realizadas diariamente oficinas de artesanato, oficina para mulheres, teatro, musicalização, educação física, laboratório de informática, acompanhamentos sociofamiliar, Goallbol, etc.
410940;4109403406159;CENTRO DE CONVIVÊNCIA INSTITUTO DE AÇÃO SOCIAL RENASCER;32;Frei Caneca;25;;Santana;85070170;GUARAPUAVA;PR;asocial@oscrenascer.org.br;(42) 36239931;;;28/11/1994;Oficinas artesanais, Intergeracionais, corte e costura para adolescentes e mulheres, oficinas pedagógicas, psicoeducativas, música, recreação, violão, teclado para crianças e adolescentes.
410940;4109403406160;CENTRO DE CONVIVÊNCIA INSTITUTO ASSISTENCIAL DOM BOSCO;32;PADRE CAETANO VENDRAMI;303;;VILA CARLI;85040050;GUARAPUAVA;PR;iedb@dombosco.net;(42) 36242318;;;05/01/1977;Dança, musicalização, fanfarra, teatro, vôlei, dança gaúcha, cartazes.
410940;4109403406212;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE ESTUDOS, PESQUISAS E AUXÍLIO AOS PORTADORES DE ALZHEIMER - AEPAPA;32;VICENTE MACHADO;145;;TRIANON;85010260;GUARAPUAVA;PR;associacaoaepapa@gmail.com;(42) 33045458;;;10/05/2012;Os usuários utilizam do espaço para o grupo de convivência trocando experiências e se informando sobre questões de direito e saúde. Além de possuírem oficinas de estímulo cognitivo concomitantemente.  
410940;4109403406213;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS;32;Luiz Ciscato;75;;Santa Cruz;85015070;GUARAPUAVA;PR;guarapuava@apaebrasil.org.br;(42) 36232544;;;27/08/1971;"SCFV jovens 15 à 17 anos - oficinas com temas socioeducativos, recreação, atividades físicas, música, dança, teatro.
SCFV inclusão social( PCD) - oficinas com temas socioeducativos, recreação, atividades físicas, música dança, teatro e quaificação profissional.
SCFV mulheres - oficinas psicossociais com temas socioeducativos atividades físicas, artesanatos, passeios, promoção de direitos e qualificação profissional."
410940;4109403406215;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GUARAPUAVA;32;Minas Gerais;275;;Dos Estados;85035040;GUARAPUAVA;PR;adfguara@hotmail.com;(42) 36229067;;;12/10/1986;Oficina de alimentação enriquecido, oficina de artesanato projeto tênis de mesa, projeto de basquete em cadeira de rodas, vida, passeios, atividades físicas, palestras.
410940;4109403406216;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO BETEL;32;RAUL POMPÉIA;128;;SÃO CRISTÓVÃO;85060430;GUARAPUAVA;PR;associacaobetel.ss@gmail.com;(42) 36294683;;;29/06/1974;Projeto de musicalização (ASAFE),Projeto ''resgatando vidas''( fornecimento e sopa para pessoas que aguardam atendimentos no UPA batel  trianon, Projeto ''um toque de auto estima'', trabalho com artesanatos.
410940;4109403406217;CENTRO DE CONVIVÊNCIA CÁRITAS SOCIALIS - CENTRO DE APOIO À FAMÍLIA;32;Rua Rubens Fleury da Rocha;1312;;Bonsucesso;85055080;GUARAPUAVA;PR;caritassocialis@hotmail.com;(42) 36293566;;(42) 36247756;05/11/2010;Grupos de convivência seguindo os eixos propostos, com dinâmicas participativas, atividades complementares ( arte, música, danças,esporte e lazer, artesanatos, entre outras atividades lúdicas.
410950;4109503406218;CENTRO DE CONVIVÊNCIA CENTRO SOCIAL MARISTA;32;fERREIRA LOPES;SN;CASA;CENTRO;83390000;GUARAQUECABA;PR;csm-irpanini@solmarista.org.br;(41) 34821617;;;29/04/2000;ACOLHIDA E MOMENTO DE LANCHE. ELABORAÇÃO E PARTICIPAÇÃO EM PROJETOS COM DIFERENTES LINGUAGENS CENTRADA NO PRINCIPIO DA FORMAÇÃO INTEGRAL
410960;4109603406220;CENTRO DE CONVIVÊNCIA SCFV -PORTO SEGURO;32;DAMIÃO BOTELHO;2010;;PIÇARRAS;83280000;GUARATUBA;PR;scfv@guaratuba.pr.gov.br;(41) 34728772;;;01/01/1996;Grupos para discussão de temas, atividades esportivas, atividades artisticas e culturais, atividades recreativas e de lazer
410960;4109603406222;CENTRO DE CONVIVÊNCIA SOFIA KEMPINSKI VIEIRA;32;Vieira dos Santos;2001;;Cohapar;83280000;GUARATUBA;PR;terceira.idade@guaratuba.pr.gov.br;(41) 34728775;;;28/04/2000;Atividades fisicas, arte e cultura, artesanato,atividades recreativas e ludicas e passeios. 
410970;4109703406223;CENTRO DE CONVIVÊNCIA LUIS DE ARAUJO BUENO - CAJI;32;DR. Euclides Monteiro;s/n;;centro;84900000;IBAITI;PR;casadacrianca@hotmail.com;(43) 35463011;;;15/03/1997;Atividades Sócioeducativas e de Qualificação Profissional
410970;4109703406224;CENTRO DE CONVIVÊNCIA MARCOS JUSTINO - CAMPINHO;32;Padre Estevan;s/n;;Campinhos;84900000;IBAITI;PR;ccjmarcosjustino@gmail.com;(43) 96445007;;;15/03/1997;Atividades Sócioeducativas
410970;4109703406225;CENTRO DE CONVIVÊNCIA SATURNINO BRAZ - VILA GUAY;32;PARANÁ;S/N;DISTRITO;VILA GUAY;84900000;IBAITI;PR;lucilenelua_sz@hotmail.com;(43) 36181118;;;15/03/1997;Atividades socioeducativas
410970;4109703406226;CENTRO DE CONVIVÊNCIA PROJETO PIA;32;Rui Barbosa;s/n;;centro;84900000;IBAITI;PR;leila.fadelolivetti@hotmail.com;(43) 35462527;;;15/03/1997;Atividades Sócioeducativas
410970;4109703411810;CENTRO DE CONVIVÊNCIA DA MELHOR IDADE;3;AV. DRA FERNANDINA DO AMARAL GENTILLE;1058;PRÉDIO;CENTRO;84900000;IBAITI;PR;assistencia@ibaiti.pr.gov.br;(43) 35467400;;;04/07/2006;Atividades Sócieducativas
410980;4109803400957;CENTRO DE CONVIVÊNCIA SCFV - SAN RAFAEL;3;Dos Estudantes;3000;;Vila Romana II;86200000;IBIPORA;PR;escoladeformacaocidadania@hotmail.com;(43) 31780210;;;16/04/2001;Oficinas de capoeira, kung fu, teatro e dança, além das atividades desenvolvidas pelos educadores que visam estimular e orientar os usuários na construção e reconstrução de suas histórias e vivências coletivas. Todas as oficinas e atividades são norteadas pelos eixos do SCFV.
410980;4109803406227;CENTRO DE CONVIVÊNCIA SCFV - AMBIENTAL;32;da Coruja;s/n;;Vila Esperança;86200000;IBIPORA;PR;escoladeformacaocidadania@hotmail.com;(43) 31780209;;;10/11/1998;Oficinas de capoeira, kung fu, teatro e dança, além das atividades desenvolvidas pelos educadores que visam estimular e orientar os usuários na construção e reconstrução de suas histórias e vivências coletivas. Todas as oficinas e atividades são norteadas pelos eixos do SCFV.
410980;4109803406228;CENTRO DE CONVIVÊNCIA SCFV - CENTRO;32;Ezequiel Jorge;400;;Jd. Paraíso;86200000;IBIPORA;PR;escoladeformacaocidadania@hotmail.com;(43) 31780230;;(43) 31780208;04/06/1984;Oficinas de capoeira, kung fu, teatro e dança, além das atividades desenvolvidas pelos educadores que visam estimular e orientar os usuários na construção e reconstrução de suas histórias e vivências coletivas. Todas as oficinas e atividades são norteadas pelos eixos do SCFV.
410980;4109803406229;Centro de Convivência do Idoso;32;São Vicente de Paula;75;;Jardim Semprebom;86200000;IBIPORA;PR;assistenciasocial@ibipora.pr.gov.br;(43) 31780228;;;27/09/1990;grupo da psicologia, atividades físicas, dança, artes, jogos recreativos, musicalização, grupo de apoio a informação relativos a direitos.
410980;4109803406283;CENTRO DE CONVIVÊNCIA SCFV - TAQUARA DO REINO;32;Vicente Alves;s/n;;Taquara do Reino;86200000;IBIPORA;PR;escoladeformacaocidadania@hotmail.com;(43) 32686028;;;09/11/1998;Oficinas de capoeira, kung fu, teatro e dança, além das atividades desenvolvidas pelos educadores que visam estimular e orientar os usuários na construção e reconstrução de suas histórias e vivências coletivas. Todas as oficinas e atividades são norteadas pelos eixos do SCFV.
410990;4109903406284;CENTRO DE CONVIVÊNCIA Serviço de Convivência e Fortalecimento de Vinculos;32;Rua dos Pioneiros;130;Predio;Centro;87530000;ICARAIMA;PR;assistenciasocial@icaraima.pr.gov.br;(44) 84128643;;;24/06/2013;oficina de recreação, artesanata, cultura, flauta, karatê e capoeira. atividades em grupos sobre assuntos diversos, atividades socieducativas com  aparticipação da comunidade e familiares, dos participantes, palestras e passeios.
410990;4109903408940;CENTRO DE CONVIVÊNCIA DA TERCEIRA IDADE VIVA A VIDA;3;RUA PROF.YOLANDA APARECIDA CARVALHO;1037;;CENTRO;87530000;ICARAIMA;PR;cras@icaraima.pr.gov.br;(44) 36652423;;;24/06/2013;OFICINA DE DANÇA, ARTESANTO, RECREAÇAÕ E ATIVIDADE FÍSICA, ATIVIDADES EM GRUPOS SOBRE TEMAS RELEVANTES E AS PARTICULARIDADES DA IDADE, RODAS DE CONVERSA, RODA DE TIRA DUVIDAS, ATIVIDADE COM A APRTICIPAÇÃO DA COMUNIDADE E ATIVIDADES COM OS FAMILIARES DOS PARTICIPANTES.
411007;4110073400969;CENTRO DE CONVIVÊNCIA SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS;3;Alzemira Borges de Oliveira;s/n;;Bela Vista;84250000;IMBAU;PR;arassistencia90@gmail.com;(42) 32782198;;;24/06/2013;São desenvolvidas atividades como esportes, artesanato, orientação sobre vários temas, etc.
411007;4110073409737;CENTRO DE CONVIVÊNCIA ;32;Francisco Siqueira Kortz;0;;São Cristovão;84250000;IMBAU;PR;muslli@hotmail.com;(42) 32781041;;;24/06/2013;Bailes, festas, campanhas educativas, etc.
411010;4110103411576;CENTRO DE CONVIVÊNCIA OBRA MISSIONÁRIA MENSAGEM DA PAZ;32;Maximiana S Penteado;156;;Vl Zezo;84430000;IMBITUVA;PR;viviane.dussanoski@mdp.org.br;(42) 34361790;;;28/07/1998;Atividades realizadas em grupo, organizada a partir de percursos definidos conjuntamente com usuários, com ênfase na sociabilidade e no fortalecimento de vínculos familiares e comunitário. Para tanto, também são realizados mensalmente, ações de interação com a família e com a comunidade.
411040;4110403400970;CENTRO DE CONVIVÊNCIA ;3;Xavantes;s/nº;0;Centro;87235000;INDIANOPOLIS;PR;assistenciasocial@indianopolis.pr.gov.br;(44) 36741651;;36741651;01/03/2013;"Capoeira
Capoeira 2
Dança
Dança para Adultos
Grupo Feliz da Vida"
411050;4110503401439;CENTRO DE CONVIVÊNCIA DA CRIANÇA E DO ADOLESCENTE - MUNDO MÁGICO;12;Estrada principal Santaria;467;casa;Satnaria;84450000;IPIRANGA;PR;assistenciasocial@ipiranga.pr.gov.br;(42) 32421680;0;(42) 32421222;03/03/2006;Orientações, oficinas, passeios, atividades recreativas etc
411050;4110503406285;;32;;;;;;;;;;;;;
411050;4110503411216;;32;;;;;;;;;;;;;
411060;4110603400971;CENTRO DE CONVIVÊNCIA Associação de Proteção a Maternidade Infância de Iporã -APMI;3;Av. João XXIII;23;Final na Avenida;Centro;87560000;IPORA;PR;zeliad_silva@yahoo.com.br;(44) 98385509;;;12/05/1964;Bordados, Esportes (futebol de salão, handebol, basquete), danças, reforço escolar 
411060;4110603400972;CENTRO DE CONVIVÊNCIA Associação de Proteção a Maternidade Infância de Iporã - APMI;3;João XXIII;23;Final da Avenida;Centro;87560000;IPORA;PR;zeliad_silva@yahoo.com.br;(44) 98385509;;;12/05/1964;Bordados, Esportes (futebol de salão, handebol, basquete), danças, reforço escolar.
411060;4110603406286;CENTRO DE CONVIVÊNCIA LAR BENEFICENTE FREDERICO OZANAN;32;XV de Novembro;566;próximo ao término da rua;Centro;87560000;IPORA;PR;larfredericoozanan@hotmail.com;(44) 36521260;;;16/07/1981;Realização de atividades físicas, artesanatos e a realização de passeios.
411070;4110703406287;Centro de Convivência de Idosos Rio Bonito;32;Expedicionário José de Lima;S/N;Parque Aquático;Rio Bonito;84500000;IRATI;PR;telecentro.riobonito@gmail.com;(42) 39073034;3034;(42) 39073104;30/06/2012;Oficinas de inclusão digital,passeios, oficinas de cidadania
411070;4110703406288;CENTRO DE CONVIVENCIA DE IDOSOS VILA NOVA;32;MARIA SHEIFER;S/N;-----------;VILA NOVA;84500000;IRATI;PR;gestaoirati@gmail.com;(42) 39073068;3068;(42) 39073104;05/08/1990;oficinas de inclusão digital e panificação
411070;4110703411614;CENTRO DE CONVIVÊNCIA Nhapindazal;32;Jose Pabis;0;;Nhapindazal;84500000;IRATI;PR;gestaoirati@gmail.com;(42) 39073102;;;01/05/2009;oficinas de informática, oficina de panificação
411070;4110703411656;CENTRO DE CONVIVÊNCIA ENGENHEIRO GUTIERREZ;32;Panamá;99;;Engenheiro Gitierrez;84500000;IRATI;PR;crasvilasaojoao@gmail.com;(42) 39073041;;;01/05/2012;Oficinas de capoeira, danças urbanas
411080;4110803401440;Centro de Convivência Anjo da Guarda;12;Estrada Iretama/Centro de Produçã;s/n;Prox. ao Centro de Produção;Zona Rural;87280000;IRETAMA;PR;crasiretama2016@hotmail.com;(44) 35731667;0;;01/02/2013;CAPOEIRA, DANÇA, TEATRO, CIRCO, ARTESANATO, ROBÓTICA, ESPORTES, REFORÇO ESCOLAR, INFORMATICA, SALÃO DE BELEZA.
411100;4111003409940;CENTRO DE CONVIVÊNCIA DA CRIANÇA E ADOLESCENTE;32;Rua Tiradentes;275;TERREO;CENTRO;86375000;ITAMBARACA;PR;gestor_itambaraca@hotmail.com;(43) 35431593;;;15/01/2014;Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.) Oficinas sobre direitos e programas sociais Oficinas, seminários, palestras dentre outras ações que abordem a temática da segurança alimentar e nutricional Atividades intergeracionais Atividades com participação da comunidade Atividades voltadas à promoção dos direitos das mulheres e questões de gênero Atividade de afirmação étnico-cultural Atividades físicas (esportes, ginástica) Atividades de arte e cultura (dança, teatro, música e etc) Artesanato (bijuterias, pintura em tecido, bordado, crochê, etc.) Atividades recreativas e/ou lúdicas Atividades de inclusão digital Exibição de filmes ou documentários Orientações sobre higiene e cuidados pessoais Passeios
411100;4111003409944;CENTRO DE CONVIVÊNCIA DA PESSOA IDOSA DE ITAMBARACÁ;32;JOSE CARLOS DIAS ;270;CASA;CENTRO;86375000;ITAMBARACA;PR;gestor_itambaraca@hotmail.com;(43) 35431593;;;15/01/2014;Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.),Oficinas sobre direitos e programas sociais,Oficinas, seminários, palestras dentre outras ações que abordem a temática da segurança alimentar e nutricional, Atividades intergeracionais, Atividades com participação da comunidade, Atividades voltadas à promoção dos direitos das mulheres e questões de gênero, Atividade de afirmação étnico-cultural, Atividades físicas (esportes, ginástica), Atividades de arte e cultura (dança, teatro, música e etc), Artesanato (bijuterias, pintura em tecido, bordado, crochê, etc.), Atividades recreativas e/ou lúdicas, Exibição de filmes ou documentários, Orientações sobre higiene e cuidados pessoais,  Passeios
411120;4111203406289;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO PARANAENSE DE CULTURA - APC;32;RUA MARCELINO CHAMPAGNAT;308;PRÉDIO;CENTRO;85580000;ITAPEJARA DOESTE;PR;giovana.biolchi@solmarista.org.br;(46) 35261387;27;(46) 35261387;01/12/2012;por meio de projetos sao realizados trabalhos norteados pelos eixos formativos no segundo semestre de 2017, que sao: religiao, genero, agricultura e territorio. projetos incluem atividades variadas e propostas pelas crianças.
411125;4111253400973;;3;;;;;;;;;;;;;
411125;4111253401405;CENTRO DE CONVIVÊNCIA SCFV RURAL;12;PRINCIPAL DO AÇUNGUI DO MEIO;S/N;ESCOLA;BOLO GRANDE;83560000;ITAPERUCU;PR;crasjd.itau@hotmail.com;(41) 36031990;;;14/06/2014;
411140;4111403408580;CENTRO DE CONVIVÊNCIA ;32;ENGENHEIRO SAPORSKI;0;;JARDIM NOSSA SENHORA APARECIDA;84460000;IVAI;PR;apmiivai@gmail.com;(42) 32471462;;;30/07/2013;Dinâmicas, atividades lúdicas e recreativas, rodas de conversa, atividades esportivas e culturais, expressão corporal, atividades artísticas, entre outras.
411150;4111503400974;CENTRO DE CONVIVÊNCIA serviço socioassistencial Renascer;3;Souza Naves;1885;;Centro;86870000;IVAIPORA;PR;projetorenascerivp@hotmail.com;(43) 34725418;;;03/06/2013;Oficinas sobre temas transversais, atividades físicas, atividades artísticas e culturais, inclusão digital, passeios, reforço escolar, informações sobre higiene e cuidados pessoais,artesanato entre outros.
411150;4111503406294;CENTRO DE CONVIVÊNCIA Serviço Socioassistencial Casa de Vivência;32;Anhanguera;405;chacara;Jardim Ouro Preto;86870000;IVAIPORA;PR;orgaogestorivp@hotmail.com;(43) 34723294;0;;03/06/2013;recreação, passeios, estas temáticas, datas comemorativas 
411150;4111503407889;CENTRO DE CONVIVÊNCIA - CENTRO DA JUVENTUDE;32;Dorvalina Dias de Jesus ;0;;Vila Nova Porã;86870000;IVAIPORA;PR;centrodajuventudeivaipora@gmail.com;(43) 34723180;;;26/06/2014;Oficinas diversa: artesanato, musica, dança, teatro, capoeira, karatê,, informática. Atividades esporticvas e de lazer(futsal, volei, natação, basquete,brincadeiras diversas), palestras, filmes, debates sobre temas variados.
411160;4111603411996;CENTRO DE CONVIVÊNCIA ;3;Avenida joão XXIII;200;;centro;87130000;IVATUBA;PR;asocial@ivatuba.pr.gov.br;(44) 32731549;;;01/06/2017;atividades ludicas e de geração de renda
411170;4111703400987;CENTRO DE CONVIVÊNCIA Serviço de Convivencia e Fortalecimento de Vinculos;3;Tiradentes;60;casa;centro;84930000;JABOTI;PR;hostilly_mh@hotmail.com;(43) 88161354;;;03/12/2013;Atividades Lúdicas e de cunho social.
411180;4111803406352;CENTRO DE CONVIVÊNCIA CENTRO DA JUVENTUDE JOSÉ RICHA;32;Rocco Olivieri;128;;Jardim Paraíso (Aeroporto);86400000;JACAREZINHO;PR;centrodajuventudejosericha@jacarezinho.pr.gov;(43) 39113214;;;01/03/2014;Oficinas de artesanato, temas transversais, culinária, atividades lúdicas, gincanas, campeonato, apresentações culturais, filmes e debate, pesquisas em laboratório, passeios, qualificação profissional, atividade física, seminários, palestras, workshop. feira.
411190;4111903406353;CENTRO DE CONVIVÊNCIA COMUNITÁRIO DO IDOSO;32;ASTORGA;68;;CENTRO;86610000;JAGUAPITA;PR;ei_de_777@hotmail.com;(43) 32721122;;;08/02/1992;São realizadas atividades físicas (alongamento), artesanato, atividades recreativas (bingo e baile) e passeios.
411190;4111903406354;CENTRO DE CONVIVÊNCIA PROJETO RENASCER;3;MANOEL RIBAS;61;;CENTRO;86610000;JAGUAPITA;PR;cras@jaguapita.pr.gov.br;(43) 32723158;;;15/07/1996;São realizadas atividades de convivência, com diversos temas e dinâmicas, Rodas de Conversa e Oficinas de Judô, Defesa Pessoal e Dança.
411200;4112003406356;CENTRO DE CONVIVÊNCIA Associação Kurumi;32;Rua João Cesar Beloni;361;ao lado da Empresa Valor Flor;Distrito Industrial;84200000;JAGUARIAIVA;PR;luciano.oliveira@kurumi.org.br;(43) 35358415;;;21/09/2005;Atividades voltadas a construção da descoberta do eu, potencializando o ser cidadão e o ser profissional.
411200;4112003408821;CENTRO DE CONVIVÊNCIA DE ASSISTÊNCIA SOCIAL MARIA IMACULADA;32;ANDRÉ jONSHON;0;;PEDRINHA;84200000;JAGUARIAIVA;PR;casmi.assistencia@hotmail.com;(43) 43355844;;;18/10/2010;Atividades de Convivência e Fortalecimento de Vínculos, buscando o auto conhecimento, pertencimento a aquela comunidade e autonomia
411210;4112103400988;CENTRO DE CONVIVÊNCIA CENTRO ASSISTENCIAL LAR SÃO FRANCISCO DE ASSIS;3;Tancredo Neves;22;;Centro;86900000;JANDAIA DO SUL;PR;administracao@escritorio14dezembro.com.br;(43) 34321930;;;20/04/1977;Atividade de cultura, esporte, lazer, inclusão digital, artesanato,oficina,seminários, palestras, visitas domiciliares, entre outros.
411210;4112103406357;CENTRO DE CONVIVÊNCIA Associação de Pais e Amigos dos Excepcionais;32;Rua Clementino Puppi;253;;Centro;86900000;JANDAIA DO SUL;PR;apaejan@brturbo.com.br;(43) 34321508;;;22/03/1973;passeios, orientações em geral, exercícios físicos, atividades recreativas e lúdicas
411210;4112103406358;CENTRO DE CONVIVÊNCIA Florart Vida;32;Rua dos Lírios;100;;Jardim das Flores;86900000;JANDAIA DO SUL;PR;florart_vida@hotmail.com;(43) 34327832;;;05/05/2005;Atividades fisicas, artesanato, atividades ludicas, palestras, entre outros.
411210;4112103406359;CENTRO DE CONVIVÊNCIA Centro Educacional Infantil Paroquial Raio de Luz;32;Rua dos Patriotas;846;;Centro;86900000;JANDAIA DO SUL;PR;raiodeluzabc.2009@hotmail.com;(43) 34321416;;;03/02/1997;Atividades fisicas, dança, musica, orientação sobre higiene, entre outras.  
411210;4112103406360;Centro de Convivência da Terceira Idade;32;Rua dos Patriotas;933;;Centro;86900000;JANDAIA DO SUL;PR;centrodeconvivencia2012@hotmail.com;(43) 34326378;;;22/12/2008;Acolhida, trabalho em grupos, orientação e encaminhamento, oficinas palestra e confraternização.
411210;4112103409295;CENTRO DE CONVIVÊNCIA CENTRO DE TRIAGEM E OBRAS SOCIAIS DO VALE DO IVAÍ;3;Tancredo Neves ;128;CASA;Centro;86900000;JANDAIA DO SUL;PR;hrcentros@net21.com;(43) 34323536;;43343235;30/08/1974;Palestras, atividades físicas, artesanato, recreativas e ludicas e filmes e passeio. 
