IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010_MICRO;Porte_pop2010;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;NºIDENTIFICADOR;ident.0.1;ident.0.2;ident.0.3;ident.0t.4;ident.0.5;ident.0.6;ident.0.7;ident.0.8;ident.0.9;ident.0.10;ident.0.11;ident.0.12;ident.0.13;ident.0.14;ident.0.15;ident.0.16;Latitude;Longitude;q.1;q.2;q.3;q.4.1;q.4.2;q.4.3;q.4.0;q.4.99;q.5.1;q.5.2;q.5.99;q.5.0;q.5.99.1;q.6;q.7;q.9.1;q.9.2;q.9.3;q.9.4;q.10;q.11;q.12;q.13;q.13.1;q.14;q.14.99;q.15;q.16.1.1;q.16.1.2;q.16.1.3;q.16.1.4;q.16.1.5;q.16.1.6;q.16.1.7;q.16.2.1;q.16.2.2;q.16.2.3;q.16.2.4;q.16.2.5;q.16.2.6;q.16.2.7;q.17;q.17.99;q.18.1;q.18.1.99;q.18.2;q.18.2.99;q.19;q.19.99;q.20;q.21.1;q.21.2;q.21.3;q.21.4;q.21.5;q.21.6;q.21.7;q.21.8;q.21.9;q.22;q.23;q.24;q.25.1;q.25.2;q.25.3;q.25.4;q.25.5;q.25.6;q.25.7;q.25.8;q.25.9;q.25.10;q.25.11;q.25.12;q.25.13;q.25.14;q.25.15;q.25.16;q.25.17;q.25.18;q.25.19;q.25.20;q.25.21;q.25.22;q.25.23;q.25.24;q.25.25;q.25.0;q.26.1;q.26.2;q.26.3;q.26.98;q.26.99;q.26.0;q.26.98.1;q.27;q.28.0;q.29;q.31.4;q.32.4;D.5.99.1.recod;D.16.1.6.recod;D.16.2.7.recod;D.21.9.recod;D.13.faixa;D.14.faixa;D.15.faixa
4206900;420690;4;42;SC;Ibirama;Ibirama;246,71;204894;Pequeno I;17330;14813;2517;4206903308642;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA - GESTÃO ASSISTÊNCIA SOCIAL;Rua;Rua Danilo Marchetti;20;;Centro;Px. à Celesc;89140-000;Ibirama;SC;social@ibirama.sc.gov.br;(49) 3357-4325;;;07/out/15;Família Acolhedora;-2705226131247950;-4951642356812950;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Algumas vezes;Sim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;3;1;0;2;2;;0,00;0,00;0,00;3,00;1,00;1,00
4207007;420700;4;42;SC;Içara;Içara;292,78;369398;Médio;58833;53913;4920;4207003305976;UNIDADE DE ACOLHIMENTO EM FAMILIAS ACOLHEDORAS;Rua;DONATO VALVASSORI;667;;CENTRO;;88820-000;Içara;SC;familiaacolhedoraicara@gmail.com;(48) 3431-3597;213;;30/abr/02;Família Acolhedora;-2.871808474748E+16;-4930260658264160;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2002;Sim;937,0000;;9;;7;0;0;2;0;0;1;3;1;1;2;0;0;0;4;2;;2;;0;;0;;0;0;3;1;0;3;0;0;0;7;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;4;;2;2;3;;3,00;4,00;7,00;3,00;1,00;1,00
4207304;420730;4;42;SC;Imbituba;Imbituba;184,79;374859;Pequeno II;40170;40170;;4207303308530;Unidade de Acolhimento;Rua;Adelfo Pamato;722;;Village;Uniasselvi;88780-000;Imbituba;SC;Programaacalento@imbituba.sc.gov.br;(48) 3255-4363;;;08/mai/07;Família Acolhedora;-2823014619049170;-4.86737251281738E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2007;Sim;824,4000;;6;;5;1;2;0;0;0;0;3;1;1;0;0;0;0;2;0;;0;;0;;0;;0;0;1;0;4;0;0;0;0;5;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;;0;99;3;;3,00;2,00;5,00;3,00;1,00;1,00
4207502;420750;4;42;SC;Indaial;Indaial;430,53;677376;Médio;54854;52927;1927;4207503306160;UNIDADE DE ACOLHIMENTO DE FAMÍLIAS ACOLHEDORAS;Rua;Leoberto Leal;191;Lado do SAIS;Tapajós;Anexo à gestão da assistência social;89130-000;Indaial;SC;acolher@indaial.sc.gov.br;(47) 3317-4100;4110;(47) 3317-4100;20/dez/01;Família Acolhedora;-2690287873062980;-4.92403364181518E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2002;Sim;937,0000;;2;;2;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;;0;;0;;0;;0;0;1;1;0;0;0;0;0;2;Não possui critério de admissão;Algumas vezes;Sim;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;2;;3;2;3;;1,00;1,00;2,00;3,00;1,00;1,00
4207759;420775;4;42;SC;Iraceminha;Iraceminha;164,38;405066;Pequeno I;4253;1468;2785;4207753304905;UNIDADE DE ACOLHIMENTO;Rua;DONA PAULINA;780;;centro;;89891-000;Iraceminha;SC;social@iraceminha.sc.gov.br;(49) 3665-3200;24;;14/jun/04;Família Acolhedora;-2.68254494819111E+16;-5.32727479934692E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2004;Sim;937,0000;;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;;3;;2;2;3;;0,00;0,00;0,00;3,00;1,00;1,00
4208807;420880;4;42;SC;Jaguaruna;Jaguaruna;329,46;374859;Pequeno I;17290;13198;4092;4208803306291;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Nereu Ramos;96;;centro;;88715-000;Jaguaruna;SC;assistenciasocial@jaguaruna.sc.gov.br;(48) 3624-0585;;;15/ago/03;Família Acolhedora;-28615;-49026;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2004;Sim;937,0000;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;1;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;1;2;2;3;;0,00;0,00;0,00;3,00;1,00;1,00
4208906;420890;4;42;SC;Jaraguá do Sul;Jaraguá do Sul;532,59;842709;Grande;143123;132800;10323;4208903306016;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Emil Burow;13;;Centro;;89251-530;Jaraguá do Sul;SC;familiasacolhedoras@jaraguadosul.sc.gov.br;(47) 3370-8981;;(47) 3370-5404;02/mai/07;Família Acolhedora;-2649367914049590;-4.90816971659686E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2007;Sim;937,0000;;11;;9;1;1;0;0;0;0;2;1;2;0;0;0;4;7;2;;0;;1;;0;;0;0;0;2;3;4;0;0;0;9;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;;3;;3;1;1;;2,00;7,00;9,00;3,00;2,00;1,00
4209102;420910;4;42;SC;Joinville;Joinville;1130,88;842709;Grande;515288;497850;17438;4209103305956;UNIDADE DE ACOLHIMENTO EM FAMÍLIAS ACOLHEDORAS;Rua;Virginia Ferreira Gomes;277;;Floresta;;89212-202;Joinville;SC;familiasacolhedoras@joinville.sc.gov.br;(47) 3434-5718;;;30/nov/07;Família Acolhedora;-26304;-48846;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2007;Sim;1405,5000;;18;;24;2;2;4;0;0;0;8;2;4;8;2;0;0;16;0;;0;;6;;0;;0;0;1;6;7;10;0;0;0;24;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;;3;;1;1;3;;8,00;16,00;24,00;4,00;2,00;2,00
4209177;420917;4;42;SC;Jupiá;Jupiá;91,71;152465;Pequeno I;2148;1044;1104;4209173306131;UNIDADE DE ACOLHIMENTO;Rua;Rio Branco;320;;Centro;;89839-000;Jupiá;SC;social@jupia.sc.gov.br;(49) 3341-0000;;;09/nov/11;Família Acolhedora;-2639975011240740;-5272654294967650;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por decreto;2008;Sim;830,1500;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;Secretaria de Assistência Social;3;1;3;2;1;;0,00;0,00;0,00;3,00;1,00;1,00
4209607;420960;4;42;SC;Lauro Muller;Lauro Muller;270,51;369398;Pequeno I;14367;11106;3261;4209603307969;Unidade de Acolhimento;Rua;Orleans;0;;centro;Perto da Biblioteca Pública;88880-000;Lauro Muller;SC;creaslauromuller@gmail.com;(48) 83464-4780;;;02/jan/04;Família Acolhedora;-2.83940619630593E+16;-4939472436904900;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2004;Sim;960,0000;;2;;2;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;2;0;0;0;0;0;2;Sim, apenas sexo Feminino;Sim, sempre que há demanda;Sim;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;;1;;0;2;3;;2,00;0,00;2,00;3,00;1,00;1,00
4210506;421050;4;42;SC;Maravilha;Maravilha;169,45;405066;Pequeno II;22101;18087;4014;4210503304629;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Portugal;46;;Bairro Jardim;Localizado próximo ao Posto Saúde Centro II.;89874-000;Maravilha;SC;kathiucya_lara@hotmail.com;(49) 3664-1952;;(49) 3664-1952;30/mar/04;Família Acolhedora;-26761;-53173;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1997;Sim;1171,2500;;5;;14;0;0;4;0;0;2;6;0;3;3;1;0;1;8;3;;0;;6;;0;;1;0;0;2;1;7;4;0;0;14;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;;0;2;2;;6,00;8,00;14,00;4,00;1,00;2,00
4210902;421090;4;42;SC;Modelo;Modelo;92,72;405066;Pequeno I;4045;2692;1353;4210903306044;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;TIRADENTES;0;;JARDIM;PERTO DA APAE;89872-000;Modelo;SC;social@modelo.sc.gov.br;(49) 3365-3664;;(49) 3365-3137;23/out/13;Família Acolhedora;-2.67803266032853E+16;-5.3054051399230896E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2013;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;1;;3;1;2;;0,00;0,00;0,00;3,00;1,00;1,00
4211405;421140;4;42;SC;Nova Erechim;Nova Erechim;64,40;405066;Pequeno I;4275;3211;1064;4211403307569;Unidade de Acolhimento Família Acolhedora;Rua;são pedro;131;;centro;Prefeitura Municipal;89865-000;Nova Erechim;SC;assistenciasocial@novaerechim.s.cgov.br;(49) 3333-0829;;(49) 3333-3100;10/mar/98;Família Acolhedora;-2.69021898537257E+16;-529028606414795;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2013;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;Serviço de alta complexidade.;4;;0;2;3;;0,00;0,00;0,00;3,00;1,00;1,00
4211454;421145;4;42;SC;Nova Itaberaba;Nova Itaberaba;137,58;405066;Pequeno I;4267;1530;2737;4211453306745;UNIDADE DE ACOLHIMENTO DE NOVA ITABERABA;Rua;José Marroco;2173;Térreo;Centro;Próximo a Prefeitura Municipal.;89818-000;Nova Itaberaba;SC;assistenciasocial@novaitaberaba.sc.gov.br;(49) 3327-0345;;;18/dez/95;Família Acolhedora;-269407030995674;-5281516313552850;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1995;Sim;937,0000;;5;;3;0;0;1;0;1;0;2;0;0;0;1;0;0;1;0;;0;;2;;0;;0;0;0;0;0;0;3;0;0;3;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;Saúde, educação, Conselho Tutelar;3;;0;2;3;;2,00;1,00;3,00;3,00;1,00;1,00
4211850;421185;4;42;SC;Ouro Verde;Ouro Verde;189,27;152465;Pequeno I;2271;715;1556;4211853308372;Unidade de Acolhimento;Rua;JOÃO MARIA CONRADO;425;EDÍFÍCIO;CENTRO;;89834-000;Ouro Verde;SC;social_ov@ouroverde.sc.gov.br;(49) 3447-0007;;;22/nov/17;Família Acolhedora;-2.66904871510282E+16;-5230972766876220;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;;1;1;0;99;2;;0,00;0,00;0,00;3,00;1,00;1,00
4211900;421190;4;42;SC;Palhoça;Palhoça;394,66;878260;Grande;137334;135311;2023;4211903306715;UNIDADE DE ACOLHIMENTO - SERVIÇO DE FAMÍLIA ACOLHEDORA BEM-ME-QUER;Avenida;Barão do Rio Branco;0;;Centro;Secretaria de Assistência Social;88130-101;Palhoça;SC;familiaacolhedorapalhoca@gmail.com;(48) 3242-0488;;;03/set/15;Família Acolhedora;-2.76456898394475E+16;-4.8667974472045904E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;2;;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;0;;1;;0;;0;0;1;0;0;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;;3;;0;2;3;;0,00;1,00;1,00;3,00;1,00;1,00
4212106;421210;4;42;SC;Palmitos;Palmitos;350,69;405066;Pequeno I;16020;9871;6149;4212103305937;UNIDADE DE ACOLHIMENTO;Rua;PADRE MANOEL DE NOBREGA;58;;CENTRO;Proximo prefeitura;89887-000;Palmitos;SC;social@palmitos.sc.gov.br;(49) 3647-9621;;;01/out/01;Família Acolhedora;-2.70686989161112E+16;-5315852880477900;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2001;Sim;937,0000;;2;;7;1;0;0;1;0;1;3;1;0;0;1;0;2;4;1;;0;;4;;1;;0;1;0;0;2;0;4;0;0;7;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;4;;0;2;2;;3,00;4,00;7,00;3,00;1,00;1,00
4212239;421223;4;42;SC;Paraíso;Paraíso;178,61;174732;Pequeno I;4080;1451;2629;4212233307627;UNIDADE DE ACOLHIMENTO;Rua;Rua Fioravante Furlan;661;;Centro;;89906-000;Paraíso;SC;social@paraiso.sc.gov.br;(49) 3627-0218;;;10/mar/05;Família Acolhedora;-2661790080482830;-5367741823196410;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2005;Sim;477,0000;;0;;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;0;;2;;0;;0;0;0;0;0;0;0;0;1;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;;3;;0;99;2;;1,00;0,00;1,00;2,00;1,00;1,00
4212601;421260;4;42;SC;Peritiba;Peritiba;96,41;141990;Pequeno I;2988;1481;1507;4212603305992;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Miguel Balduíno Boll;0;prédio;Centro;Centro de Convivência de Idosos;89750-000;Peritiba;SC;cras_cras.peritiba@hotmail.com;(49) 3453-1319;;(49) 3453-1319;18/abr/12;Família Acolhedora;-273759212812211;-5190770745277400;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2012;Sim;1874,0000;;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;Conselho Tutelar;3;;2;1;3;;0,00;0,00;0,00;4,00;1,00;1,00
4212650;421265;4;42;SC;Pescaria Brava;Pescaria Brava;;0;Pequeno I;9835;;;4212653308055;UNIDADE DE ACOLHIMENTO;Estrada;Estrada Geral Sertão da Estiva;0;;Sertão da Estiva;;88798-000;Pescaria Brava;SC;rose-sa02@hotmail.com;(48) 83647-6312;;;28/mar/17;Família Acolhedora;-283748;-488834;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;Assistente social da gestão;2;;0;99;3;;0,00;0,00;0,00;3,00;1,00;1,00
4212908;421290;4;42;SC;Pinhalzinho;Pinhalzinho;128,30;405066;Pequeno I;16332;13615;2717;4212903305925;UNIDADE DE ACOLHIMENTO -  FAMÍLIA ACOLHEDORA;Rua;SÃO LUIZ;2434;;NOVA DIVINÉIA;;89870-000;Pinhalzinho;SC;altacomplexidade@pinhalzinho.sc.gov.br;(49) 3366-6680;;;04/mar/96;Família Acolhedora;-2.68529434114471E+16;-5298463582992550;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1991;Sim;937,0000;;5;;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;3;;3;;0;;0;;0;0;1;1;0;0;0;0;0;2;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;;2;2;99;;1,00;1,00;2,00;3,00;1,00;1,00
4213500;421350;4;42;SC;Porto Belo;Porto Belo;92,76;570947;Pequeno I;16083;15167;916;4213503308606;Unidade de Acolhimento;Rua;JOÃO VANDERLINO GUERREIRO;590;;PEREQUÊ;Terminal Rodoviário.;88210-000;Porto Belo;SC;familiaacolhedora@portobelo.sc.gov.br;(47) 3369-6018;;;22/fev/17;Família Acolhedora;-271591672;-48572499;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;;2;;0;2;2;;0,00;0,00;0,00;3,00;1,00;1,00
4213906;421390;4;42;SC;Presidente Castelo Branco;Presidente Castello Branco;76,94;141990;Pequeno I;1725;553;1172;4213903307533;Unidade de Acolhimento em Família Acolhedora;Avenida;17 de Fevereiro;374;Prédio;Centro;Anexo a Unidade Básica de Saúde;89745-000;Presidente Castello Branco;SC;cras@castellobranco.sc.gov.br;(49) 3457-1064;36;(49) 3457-1064;01/mar/12;Família Acolhedora;-2.72220439481183E+16;-5180628776550290;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;935,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Não;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;;3;;0;2;2;;0,00;0,00;0,00;3,00;1,00;1,00
4214003;421400;4;42;SC;Presidente Getúlio;Presidente Getúlio;295,65;204894;Pequeno I;14887;10535;4352;4214003306741;UNIDADE DE ACOLHIMENTO;Rua;Sigfrido Gaertner;51;;Centro;Parque da Expofeira Estadual do Leite;89150-000;Presidente Getúlio;SC;semaspgsc@gmail.com;(47) 3352-2148;;;14/mai/07;Família Acolhedora;-2.70392890311034E+16;-4961983680725090;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2007;Sim;937,0000;;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;3;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Algumas vezes;Sim;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;;2;;3;2;2;;0,00;0,00;0,00;3,00;1,00;1,00
4214151;421415;4;42;SC;Princesa;Princesa;86,22;174732;Pequeno I;2758;1004;1754;4214153307595;Unidade de Acolhimento;Avenida;santo cristo;683;;centro;proximo a epagri;89935-000;Princesa;SC;as_social@princesa.sc.gov.br;(49) 3641-0321;;(49) 3641-0059;12/set/06;Família Acolhedora;-2.64457150273802E+16;-5359873294830320;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2006;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Não acolhe;Sim;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;;3;1;0;99;2;;0,00;0,00;0,00;3,00;1,00;1,00
4215109;421510;4;42;SC;Rodeio;Rodeio;130,94;677376;Pequeno I;10922;9424;1498;4215103306590;UNIDADE DE ACOLHIMENTO;Rua;Rua Barão do Rio Branco;988;;Centro;Centro de Referencia de Assistência Social;89136-000;Rodeio;SC;dir.assistenciasocial.rodeio@gmail.com;(47) 3384-0060;;;01/fev/16;Família Acolhedora;-26923;-49366;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;1405,5000;;8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;0;;0;;0;;1;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;2;1;3;;0,00;0,00;0,00;4,00;1,00;1,00
4215356;421535;4;42;SC;Saltinho;Saltinho;156,53;405066;Pequeno I;3961;1255;2706;4215353306118;UNIDADE DE ACOLHIMENTO;Avenida;ALFREDO JACOMO SCOPEL;0;;CENTRO;;89981-000;Saltinho;SC;cras@saltinho.sc.gov.br;(49) 3656-0044;;;17/set/10;Família Acolhedora;-266053637227183;-5305717885494230;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0;ASSISTENTE SOCIAL DA GESTÃO;2;;2;99;1;;0,00;0,00;0,00;3,00;1,00;1,00
4215455;421545;4;42;SC;Sangão;Sangão;83,06;374859;Pequeno I;10400;4856;5544;4215453306045;UNIDADE DE ACOLHIMENTO;Rodovia;Rodovia SC 443 KM 02;0;;Centro;;88717-000;Sangão;SC;assistenciasocial@sangao.sc.gov.br;(48) 3656-3529;3529;(48) 3656-3500;03/mar/06;Família Acolhedora;-2863983636269620;-4912942171098840;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Não;2005;Não;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;;1;;0;2;3;;0,00;0,00;0,00;;1,00;1,00
