IBGE7;IBGE;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Pop_Total2010_MICRO;Porte_pop2010;Região;NºIDENTIFICADOR;data_nasc;ano;Idade;q.30.3;q.30.9;q.30.10;q.30.11;q.30.12;q.30.13;q.30.14;D30.2.FaixasEtarias;D30.9;D30.9bin1;D30.9bin2;D30.9bin3;D30.11;D30.10bin1;D30.10bin2;D30.10bin3;D30.10bin4;D30.10bin5;D30.11bin1;D30.11bin2;D30.11bin3;D30.11bin4;D30.9bin1_sum;D30.9bin2_sum;D30.9bin3_sum;D30.10bin1_sum;D30.10bin2_sum;D30.10bin3_sum;D30.10bin4_sum;D30.10bin5_sum;D30.11bin1_sum;D30.11bin2_sum;D30.11bin3_sum;D30.11bin4_sum;nu_trabalhadores
4212601;421260;42;SC;Peritiba;Peritiba;96,41;2988;1481;1507;141990;Pequeno I;4;4210000000000;16-08-1968;1968;49;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;18/04/2012;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;Pedagogo;;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4212650;421265;42;SC;Pescaria Brava;Pescaria Brava;;9835;;;0;Pequeno I;4;4210000000000;14-10-1973;1973;44;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;40 horas semanais;24/05/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;3;72;6;35;0;1;24;59;0;0;16;75
4212650;421265;42;SC;Pescaria Brava;Pescaria Brava;;9835;;;0;Pequeno I;4;4210000000000;21-09-1976;1976;41;F;Superior Completo;Assistente Social;Servidor Temporário;Coordenador(a);40 horas semanais;24/05/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;3;72;6;35;0;1;24;59;0;0;16;75
4212650;421265;42;SC;Pescaria Brava;Pescaria Brava;;9835;;;0;Pequeno I;4;4210000000000;03-06-1993;1993;24;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;40 horas semanais;24/05/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;3;72;6;35;0;1;24;59;0;0;16;75
4212908;421290;42;SC;Pinhalzinho;Pinhalzinho;128,30;16332;13615;2717;405066;Pequeno I;4;4210000000000;15-08-1979;1979;38;F;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);20 horas semanais;01/03/2012;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4212908;421290;42;SC;Pinhalzinho;Pinhalzinho;128,30;16332;13615;2717;405066;Pequeno I;4;4210000000000;14-06-1981;1981;36;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;19/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4212908;421290;42;SC;Pinhalzinho;Pinhalzinho;128,30;16332;13615;2717;405066;Pequeno I;4;4210000000000;13-08-1987;1987;30;F;Superior Completo;Assistente Social;Servidor Estatutário;Apoio Administrativo;40 horas semanais;02/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4212908;421290;42;SC;Pinhalzinho;Pinhalzinho;128,30;16332;13615;2717;405066;Pequeno I;4;4210000000000;12-01-1967;1967;50;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais;40 horas semanais;01/02/2011;De 50 a 85 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213500;421350;42;SC;Porto Belo;Porto Belo;92,76;16083;15167;916;570947;Pequeno I;4;4210000000000;16-07-1981;1981;36;F;Especialização;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;04/11/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213500;421350;42;SC;Porto Belo;Porto Belo;92,76;16083;15167;916;570947;Pequeno I;4;4210000000000;11-09-1983;1983;34;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;05/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213906;421390;42;SC;Presidente Castelo Branco;Presidente Castello Branco;76,94;1725;553;1172;141990;Pequeno I;4;4210000000000;25-03-1975;1975;42;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;25/05/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;Pedagogo;;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213906;421390;42;SC;Presidente Castelo Branco;Presidente Castello Branco;76,94;1725;553;1172;141990;Pequeno I;4;4210000000000;26-05-1987;1987;30;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;25/05/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213906;421390;42;SC;Presidente Castelo Branco;Presidente Castello Branco;76,94;1725;553;1172;141990;Pequeno I;4;4210000000000;06-01-1971;1971;46;M;Superior Completo;Advogado;Servidor Estatutário;Outros;Menor que 20 horas semanais;25/05/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;Advogado;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4213906;421390;42;SC;Presidente Castelo Branco;Presidente Castello Branco;76,94;1725;553;1172;141990;Pequeno I;4;4210000000000;24-08-1974;1974;43;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;25/05/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4214003;421400;42;SC;Presidente Getúlio;Presidente Getúlio;295,65;14887;10535;4352;204894;Pequeno I;4;4210000000000;30-12-1975;1975;42;F;Especialização;Assistente Social;Servidor Estatutário;Apoio Administrativo;30 horas semanais;02/06/2014;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4214003;421400;42;SC;Presidente Getúlio;Presidente Getúlio;295,65;14887;10535;4352;204894;Pequeno I;4;4210000000000;16-08-1987;1987;30;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;02/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4214003;421400;42;SC;Presidente Getúlio;Presidente Getúlio;295,65;14887;10535;4352;204894;Pequeno I;4;4210000000000;05-07-1971;1971;46;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);20 horas semanais;02/06/2014;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4214151;421415;42;SC;Princesa;Princesa;86,22;2758;1004;1754;174732;Pequeno I;4;4210000000000;10-04-1987;1987;30;F;Especialização;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;03/07/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;3;72;6;35;0;1;24;59;0;0;16;75
4215109;421510;42;SC;Rodeio;Rodeio;130,94;10922;9424;1498;677376;Pequeno I;4;4220000000000;07-08-1984;1984;33;F;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);40 horas semanais;06/03/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215109;421510;42;SC;Rodeio;Rodeio;130,94;10922;9424;1498;677376;Pequeno I;4;4220000000000;06-11-1969;1969;48;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Maior que 40 horas semanais;13/03/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215109;421510;42;SC;Rodeio;Rodeio;130,94;10922;9424;1498;677376;Pequeno I;4;4220000000000;06-05-1977;1977;40;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Orientador/Educador(a) Social;Maior que 40 horas semanais;12/03/2017;De 40 a 49 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215356;421535;42;SC;Saltinho;Saltinho;156,53;3961;1255;2706;405066;Pequeno I;4;4220000000000;24-06-1986;1986;31;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;16/07/2012;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215356;421535;42;SC;Saltinho;Saltinho;156,53;3961;1255;2706;405066;Pequeno I;4;4220000000000;31-03-1987;1987;30;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);30 horas semanais;08/08/2011;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215455;421545;42;SC;Sangão;Sangão;83,06;10400;4856;5544;374859;Pequeno I;4;4220000000000;29-06-1981;1981;36;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;03/11/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215455;421545;42;SC;Sangão;Sangão;83,06;10400;4856;5544;374859;Pequeno I;4;4220000000000;04-01-1975;1975;42;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;03/11/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;01-01-1980;1980;37;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Serviços Gerais;40 horas semanais;01/01/2017;De 30 a 39 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;05-11-1978;1978;39;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;14/09/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;01-03-1984;1984;33;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;12/05/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;03-06-1984;1984;33;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;02/06/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;Pedagogo;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;01-11-1955;1955;62;F;Superior Completo;Pedagogo;Outro vínculo não permanente;Coordenador(a);40 horas semanais;20/06/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;Pedagogo;;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4215802;421580;42;SC;São Bento do Sul;São Bento do Sul;495,58;74801;71234;3567;126395;Médio;4;4220000000000;17-03-1972;1972;45;M;Médio Completo;Sem formação profissional;Servidor Estatutário;Motorista;40 horas semanais;15/10/2017;De 40 a 49 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216008;421600;42;SC;São Carlos;São Carlos;158,99;10291;6902;3389;405066;Pequeno I;4;4220000000000;13-04-1973;1973;44;F;Especialização;Assistente Social;Servidor Estatutário;Coordenador(a);20 horas semanais;01/08/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216008;421600;42;SC;São Carlos;São Carlos;158,99;10291;6902;3389;405066;Pequeno I;4;4220000000000;21-05-1971;1971;46;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;01/07/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216107;421610;42;SC;São Domingos;São Domingos;383,65;9491;6313;3178;152465;Pequeno I;4;4220000000000;07-07-1982;1982;35;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;15/06/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216107;421610;42;SC;São Domingos;São Domingos;383,65;9491;6313;3178;152465;Pequeno I;4;4220000000000;04-08-1988;1988;29;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;09/08/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216206;421620;42;SC;São Francisco do Sul;São Francisco do Sul;492,82;42520;39490;3030;842709;Pequeno II;4;4220000000000;10-09-1986;1986;31;M;Superior Completo;Psicólogo;Servidor Temporário;Coordenador(a);40 horas semanais;10/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4216206;421620;42;SC;São Francisco do Sul;São Francisco do Sul;492,82;42520;39490;3030;842709;Pequeno II;4;4220000000000;16-01-1985;1985;32;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;10/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4216206;421620;42;SC;São Francisco do Sul;São Francisco do Sul;492,82;42520;39490;3030;842709;Pequeno II;4;4220000000000;13-02-1985;1985;32;M;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;10/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216701;421670;42;SC;São José do Cedro;São José do Cedro;279,58;13684;8447;5237;174732;Pequeno I;4;4220000000000;04-11-1977;1977;40;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;01/10/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216701;421670;42;SC;São José do Cedro;São José do Cedro;279,58;13684;8447;5237;174732;Pequeno I;4;4220000000000;08-03-1988;1988;29;M;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;02/01/2015;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216909;421690;42;SC;São Lourenço do Oeste;São Lourenço do Oeste;369,48;21792;16880;4912;405066;Pequeno II;4;4220000000000;04-06-1978;1978;39;F;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Apoio Administrativo;40 horas semanais;01/01/2017;De 30 a 39 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216909;421690;42;SC;São Lourenço do Oeste;São Lourenço do Oeste;369,48;21792;16880;4912;405066;Pequeno II;4;4220000000000;24-03-1978;1978;39;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;01/06/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4216909;421690;42;SC;São Lourenço do Oeste;São Lourenço do Oeste;369,48;21792;16880;4912;405066;Pequeno II;4;4220000000000;02-05-1980;1980;37;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Coordenador(a);Maior que 40 horas semanais;01/03/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4216909;421690;42;SC;São Lourenço do Oeste;São Lourenço do Oeste;369,48;21792;16880;4912;405066;Pequeno II;4;4220000000000;31-01-1973;1973;44;M;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;01/01/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217154;421715;42;SC;São Miguel da Boa Vista;São Miguel da Boa Vista;71,92;1904;439;1465;405066;Pequeno I;4;4220000000000;15-07-1992;1992;25;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;Menor que 20 horas semanais;17/06/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4217154;421715;42;SC;São Miguel da Boa Vista;São Miguel da Boa Vista;71,92;1904;439;1465;405066;Pequeno I;4;4220000000000;21-06-1966;1966;51;F;Especialização;Assistente Social;Servidor Estatutário;Coordenador(a);Menor que 20 horas semanais;03/02/2002;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217303;421730;42;SC;Saudades;Saudades;205,55;9016;5123;3893;405066;Pequeno I;4;4220000000000;07-03-1969;1969;48;F;Especialização;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;02/05/2008;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217550;421755;42;SC;Serra Alta;Serra Alta;90,44;3285;1835;1450;405066;Pequeno I;4;4220000000000;20-06-1980;1980;37;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;02/02/2007;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217550;421755;42;SC;Serra Alta;Serra Alta;90,44;3285;1835;1450;405066;Pequeno I;4;4220000000000;03-10-1992;1992;25;M;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;01/04/2015;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217758;421775;42;SC;Sul Brasil;Sul Brasil;112,70;2766;1011;1755;405066;Pequeno I;4;4220000000000;15-03-1980;1980;37;F;Especialização;Assistente Social;Outro vínculo não permanente;Coordenador(a);40 horas semanais;14/06/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4217758;421775;42;SC;Sul Brasil;Sul Brasil;112,70;2766;1011;1755;405066;Pequeno I;4;4220000000000;21-03-1984;1984;33;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de nível superior;40 horas semanais;14/06/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4217758;421775;42;SC;Sul Brasil;Sul Brasil;112,70;2766;1011;1755;405066;Pequeno I;4;4220000000000;07-07-1985;1985;32;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;14/06/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217758;421775;42;SC;Sul Brasil;Sul Brasil;112,70;2766;1011;1755;405066;Pequeno I;4;4220000000000;03-03-1983;1983;34;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Apoio Administrativo;40 horas semanais;14/06/2013;De 30 a 39 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4217956;421795;42;SC;Tigrinhos;Tigrinhos;57,44;1757;343;1414;405066;Pequeno I;4;4220000000000;18-04-1985;1985;32;F;Especialização;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;Maior que 40 horas semanais;17/04/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4217956;421795;42;SC;Tigrinhos;Tigrinhos;57,44;1757;343;1414;405066;Pequeno I;4;4220000000000;29-05-1987;1987;30;F;Especialização;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;Maior que 40 horas semanais;01/02/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4218707;421870;42;SC;Tubarão;Tubarão;300,27;97235;88094;9141;374859;Médio;4;4220000000000;08-03-1980;1980;37;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;Menor que 20 horas semanais;01/03/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;5;37;2;19;0;0;16;32;0;0;10;42
4218707;421870;42;SC;Tubarão;Tubarão;300,27;97235;88094;9141;374859;Médio;4;4220000000000;22-06-1983;1983;34;F;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);20 horas semanais;01/03/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4219507;421950;42;SC;Xanxerê;Xanxerê;377,55;44128;39143;4985;152465;Pequeno II;4;4220000000000;13-05-1983;1983;34;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;26/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4219507;421950;42;SC;Xanxerê;Xanxerê;377,55;44128;39143;4985;152465;Pequeno II;4;4220000000000;26-03-1952;1952;65;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;13/06/2016;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4219705;421970;42;SC;Xaxim;Xaxim;294,72;25713;20967;4746;152465;Pequeno II;4;4220000000000;08-05-1981;1981;36;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);30 horas semanais;02/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;5;37;2;19;0;0;16;32;0;0;10;42
4300802;430080;43;RS;Antônio Prado;Antônio Prado;347,62;12833;9235;3598;769617;Pequeno I;4;4300000000000;08-06-1983;1983;34;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;08/02/2010;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;0;3;0;1;0;0;2;3;0;0;0;3
4300802;430080;43;RS;Antônio Prado;Antônio Prado;347,62;12833;9235;3598;769617;Pequeno I;4;4300000000000;14-04-1984;1984;33;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;29/07/2008;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;3;0;1;0;0;2;3;0;0;0;3
4304705;430470;43;RS;Carazinho;Carazinho;665,09;59317;58253;1064;159953;Médio;4;4300000000000;26-09-1976;1976;41;F;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);Menor que 20 horas semanais;01/03/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;3;0;1;0;0;2;3;0;0;0;3
4305124;430512;43;RS;Cerrito;Cerrito;451,89;6402;3747;2655;482915;Pequeno I;4;4310000000000;24-02-1975;1975;42;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/01/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;8;0;6;0;0;2;8;0;0;2;10
