UF;IBGE;Região;Pop_Total2010;Quant_municipios;q63_3;q63_4;q63_5;q63_6;q63_7;q63_8;q63_9;D63_2;D63_2_categoria;D63_4;D63_4bin1;D63_4bin2;D63_4bin3;D63_5bin1;D63_5bin2;D63_5bin3;D63_5bin4;D63_5bin1_TIT;D63_5bin1_SUPL;D63_5bin2_TIT;D63_5bin2_SUPL;D63_5bin3_TIT;D63_5bin3_SUPL;D63_5bin4_TIT;D63_5bin4_SUPL
BA;BA;Nordeste;14016906;417;M;Superior Completo;Governamental – Saúde;Conselheiro Titular;Comissionado;01/01/2015;12/31/2018;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SC;SC;Sul;6248436;295;F;Especialização;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;03/10/2015;03/10/2017;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SC;SC;Sul;6248436;295;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;03/10/2015;03/10/2017;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Voluntario;5/15/2015;5/15/2017;48;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;6/18/2015;6/18/2018;48;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Servidor/Estatutário;5/26/2015;12/31/2018;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Especialização;Governamental - Assistência Social;Conselheiro Suplente;Voluntario;3/24/2014;3/24/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;06/03/2015;12/31/2018;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
TO;TO;Norte;1383445;139;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MA;MA;Nordeste;6574789;217;M;Médio Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Servidor Temporário;05/05/2015;05/05/2017;48;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
CE;CE;Nordeste;8452381;184;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;6/27/2014;6/27/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
PE;PE;Nordeste;8796448;185;M;Médio Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Empregado Público Celetista – CLT;11/10/2014;11/10/2016;48;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
AL;AL;Nordeste;3120494;102;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;3/19/2015;3/19/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
SE;SE;Nordeste;2068017;75;F;Médio Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;1/14/2014;1/14/2016;48;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ; ;1
BA;BA;Nordeste;14016906;417;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Outro vínculo não permanente;01/01/2015;12/31/2018;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Servidor Temporário;10/30/2014;10/30/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Outro vínculo não permanente;6/26/2014;6/26/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;6/26/2014;6/26/2016;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;6/18/2015;6/18/2018;48;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
AC;AC;Norte;733559;22;F;Especialização;Governamental - Assistência Social;Conselheiro Titular;Voluntario;3/24/2014;3/24/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
TO;TO;Norte;1383445;139;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;6/26/2014;6/26/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MA;MA;Nordeste;6574789;217;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Servidor Temporário;05/05/2015;05/05/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
BA;BA;Nordeste;14016906;417;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;05/06/2014;05/06/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
SP;SP;Sudeste;41262199;645;F;Médio Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;04/01/2015;03/01/2018;47;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Voluntario;5/15/2015;5/15/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Comissionado;06/03/2015;12/31/2018;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AP;AP;Norte;669526;16;M;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;08/11/2015;08/11/2017;47;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
TO;TO;Norte;1383445;139;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
TO;TO;Norte;1383445;139;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
MA;MA;Nordeste;6574789;217;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor Temporário;05/05/2015;05/05/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SE;SE;Nordeste;2068017;75;F;Especialização;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;7/16/2014;7/16/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;M;Superior Incompleto;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/07/2015;10/30/2016;47;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
SP;SP;Sudeste;41262199;645;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;04/03/2014;3/31/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SC;SC;Sul;6248436;295;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;03/10/2015;03/10/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RS;RS;Sul;10693929;497;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Sem vínculo;11/05/2014;11/04/2016;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MT;MT;Centro-Oeste;3035122;141;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Voluntario;5/15/2015;5/15/2017;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;M;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;3/26/2015;12/31/2018;47;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PB;PB;Nordeste;3766528;223;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;9/14/2014;9/14/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
AC;AC;Norte;733559;22;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Voluntario;9/30/2014;9/30/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
AP;AP;Norte;669526;16;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;08/11/2015;08/11/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MA;MA;Nordeste;6574789;217;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Servidor Temporário;05/05/2015;05/05/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PI;PI;Nordeste;3118360;224;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Sem vínculo;10/14/2015;10/13/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RN;RN;Nordeste;3168027;167;M;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;8/19/2015;8/19/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PB;PB;Nordeste;3766528;223;F;Doutorado;Governamental – Outras áreas;Conselheiro Titular;Sem vínculo;10/01/2014;10/31/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
ES;ES;Sudeste;3514952;78;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;06/10/2013;11/23/2015;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PR;PR;Sul;10444526;399;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;6/26/2014;6/26/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
MS;MS;Centro-Oeste;2449024;79;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Empregado Público Celetista – CLT;9/21/2015;9/20/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
MS;MS;Centro-Oeste;2449024;79;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;9/21/2015;9/20/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RO;RO;Norte;1562409;52;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;9/24/2014;9/29/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RR;RR;Norte;450479;15;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;10/01/2015;9/30/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PA;PA;Norte;7581051;144;M;Médio Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;5/29/2015;5/29/2017;46;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ; ;1
AP;AP;Norte;669526;16;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;08/11/2015;08/11/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
TO;TO;Norte;1383445;139;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;04/10/2015;6/26/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RN;RN;Nordeste;3168027;167;F;Especialização;Governamental – Saúde;Conselheiro Suplente;Servidor/Estatutário;8/19/2015;8/19/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PB;PB;Nordeste;3766528;223;F;Superior Completo;Governamental – Educação;Conselheiro Suplente;Sem vínculo;10/01/2014;10/31/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AL;AL;Nordeste;3120494;102;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;3/19/2015;3/19/2017;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
SP;SP;Sudeste;41262199;645;M;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;04/01/2015;03/01/2018;46;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RS;RS;Sul;10693929;497;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;11/05/2014;11/04/2016;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Governamental – Educação;Conselheiro Suplente;Empregado Público Celetista – CLT;01/01/2013;12/31/2015;46;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
GO;GO;Centro-Oeste;6003788;246;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;01/01/2013;12/31/2015;46;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Especialização;Governamental - Assistência Social;Vice-Presidente;Comissionado;06/03/2015;12/31/2018;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;M;Especialização;Governamental - Assistência Social;Vice-Presidente;Voluntario;5/15/2015;5/15/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Voluntario;3/24/2014;3/24/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PA;PA;Norte;7581051;144;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;5/29/2015;5/29/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PA;PA;Norte;7581051;144;M;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Comissionado;5/29/2015;5/29/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PE;PE;Nordeste;8796448;185;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;11/10/2014;11/10/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AL;AL;Nordeste;3120494;102;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;3/19/2015;3/19/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SE;SE;Nordeste;2068017;75;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor Temporário;09/08/2014;09/08/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SE;SE;Nordeste;2068017;75;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;4/23/2014;4/23/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MG;MG;Sudeste;19597330;853;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Sem vínculo;6/19/2015;6/19/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SP;SP;Sudeste;41262199;645;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;04/01/2015;03/01/2018;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
MT;MT;Centro-Oeste;3035122;141;M;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Voluntario;5/15/2015;5/15/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
RO;RO;Norte;1562409;52;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;9/24/2014;9/24/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PE;PE;Nordeste;8796448;185;F;Mestrado;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;11/10/2014;11/10/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
BA;BA;Nordeste;14016906;417;F;Mestrado;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;01/01/2015;12/31/2018;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MG;MG;Sudeste;19597330;853;F;Especialização;Governamental – Educação;Conselheiro Suplente;Sem vínculo;6/19/2015;6/19/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SP;SP;Sudeste;41262199;645;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Empregado Público Celetista – CLT;04/01/2015;03/01/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MT;MT;Centro-Oeste;3035122;141;M;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Voluntario;5/15/2015;5/15/2017;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;6/18/2015;6/18/2018;45;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
AP;AP;Norte;669526;16;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;08/11/2015;08/11/2017;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
TO;TO;Norte;1383445;139;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;6/26/2014;6/26/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
TO;TO;Norte;1383445;139;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Empregado Público Celetista – CLT;03/10/2015;6/26/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
SC;SC;Sul;6248436;295;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Outro vínculo não permanente;5/27/2015;03/10/2017;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
RS;RS;Sul;10693929;497;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;11/17/2014;11/17/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Sem vínculo;3/26/2015;12/31/2018;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
DF;DF;Centro-Oeste;2570160;1;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Sem vínculo;3/26/2015;07/01/2018;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Voluntario;3/24/2014;3/24/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;06/03/2015;12/31/2018;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AM;AM;Norte;3483985;62;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Outro vínculo não permanente;06/03/2015;12/31/2018;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;06/03/2015;12/31/2018;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
CE;CE;Nordeste;8452381;184;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;6/27/2014;6/27/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Incompleto;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;44;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ;1; ; ; ; ; ; ;1; ; 
SC;SC;Sul;6248436;295;M;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Suplente;Outro vínculo não permanente;03/10/2015;03/10/2017;44;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
RS;RS;Sul;10693929;497;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;11/17/2014;11/17/2016;44;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Vice-Presidente;Sem vínculo;6/18/2015;6/19/2018;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AC;AC;Norte;733559;22;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Voluntario;9/30/2014;9/30/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AM;AM;Norte;3483985;62;F;Especialização;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;06/03/2015;12/31/2018;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;06/03/2015;12/31/2018;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PA;PA;Norte;7581051;144;M;Superior Completo;Governamental – Educação;Conselheiro Titular;Comissionado;5/29/2015;5/29/2017;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
CE;CE;Nordeste;8452381;184;F;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Outro vínculo não permanente;7/27/2015;7/27/2017;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ;1; ; ; ; ; 
