IBGE;UF_n;Região;Pop_Total2010;Quant_municipios;q81.3;q81.5;q81.6;q81.7;q81.8;q81.9;Idade;Faixas.etarias;TempoMandato;d81.5;d81.5bin1;d81.5bin2;d81.5bin3;d81.6bin1;d81.6bin2;d81.6bin3;d81.6bin4;d81.6bin1.TIT;d81.6bin1.SUPL;d81.6bin2.TIT;d81.6bin2.SUPL;d81.6bin3.TIT;d81.6bin3.SUPL;d81.6bin4.TIT;d81.6bin4.SUPL;d81.6bin1.sum;d81.6bin2.sum;d81.6bin3.sum;d81.6bin4.sum;d81.6bin1.TIT.sum;d81.6bin1.SUPL.sum;d81.6bin2.TIT.sum;d81.6bin2.SUPL.sum;d81.6bin3.TIT.sum;d81.6bin3.SUPL.sum;d81.6bin4.TIT.sum;d81.6bin4.SUPL.sum;nu.conselheiros
41;PR;Sul;10444526;399;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;15/jul/16;15/jul/18;73;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;02/ago/17;15/jul/18;50;41 a 50 anos;1;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;15/jul/16;15/jul/18;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;15/jul/16;15/jul/18;63;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;258;Governamental Outras areas;Conselheiro Titular;01/jan/17;15/jul/18;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;15/jul/16;15/jul/18;61;Mais de 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;15/jul/16;15/jul/18;33;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Educacao;Conselheiro Suplente;13/fev/17;15/jul/18;61;Mais de 60 anos;1;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Saude;Conselheiro Titular;15/jul/16;15/jul/18;59;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;15/jul/16;15/jul/18;59;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Assistencia Social;Conselheiro Titular;15/jul/16;15/jul/18;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;255;Sociedade Civil - dos usuarios;Conselheiro Suplente;15/jul/16;15/jul/18;75;Mais de 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Outras areas;Conselheiro Suplente;15/jul/16;15/jul/18;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Outras areas;Conselheiro Titular;15/jul/16;15/jul/18;63;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;258;Governamental Assistencia Social;Vice-Presidente;15/jul/16;15/jul/18;59;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Saude;Conselheiro Suplente;15/mai/17;15/jul/18;57;51 a 60 anos;1;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;15/jul/16;15/jul/18;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;15/jul/16;15/jul/18;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;260;Governamental Assistencia Social;Conselheiro Suplente;01/jan/17;15/jul/18;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;15/jul/16;15/jul/18;53;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Outras areas;Conselheiro Suplente;01/mar/17;15/jul/18;55;51 a 60 anos;1;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Outras areas;Conselheiro Suplente;15/jul/16;15/jul/18;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;15/jul/16;15/jul/18;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Outras areas;Conselheiro Suplente;15/jul/16;15/jul/18;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;258;Governamental Assistencia Social;Conselheiro Titular;15/jul/16;15/jul/18;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;15/jul/16;15/jul/18;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;15/jul/16;15/jul/18;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;05/set/16;15/jul/18;42;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro(a) Presidente;15/jul/16;15/jul/18;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Governamental Assistencia Social;Conselheiro Suplente;15/jul/16;15/jul/18;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;254;Sociedade Civil - dos usuarios;Conselheiro Suplente;03/out/16;15/jul/18;47;41 a 50 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;M;258;Governamental Outras areas;Conselheiro Suplente;20/mar/17;15/jul/18;45;41 a 50 anos;1;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;15/jul/16;15/jul/18;31;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;257;Sociedade Civil - dos usuarios;Conselheiro Suplente;15/jul/16;15/jul/18;69;Mais de 60 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
41;PR;Sul;10444526;399;F;258;Governamental Assistencia Social;Conselheiro Suplente;15/jul/16;15/jul/18;43;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;10,00;10,00;10,00;30,00;5,00;5,00;5,00;5,00;4,00;6,00;15,00;15,00;60
42;SC;Sul;6248436;295;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;05/jun/17;05/jun/19;39;30 a 40 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Outras areas;Conselheiro Suplente;05/jun/17;05/jun/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;260;Governamental Outras areas;Conselheiro Suplente;05/jun/17;05/jun/19;36;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;257;Sociedade Civil - dos usuarios;Conselheiro Titular;05/jun/17;05/jun/19;39;30 a 40 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Assistencia Social;Conselheiro Titular;05/jun/17;05/jun/19;39;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;256;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;05/jun/17;05/jun/19;39;30 a 40 anos;2;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Educacao;Conselheiro Titular;05/jun/17;05/jun/19;39;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;256;Governamental Educacao;Conselheiro Suplente;05/jun/17;05/jun/19;28;18 a 29 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;05/jun/17;05/jun/19;29;18 a 29 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Outras areas;Conselheiro Titular;05/jun/17;05/jun/19;50;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;05/jun/17;05/jun/19;66;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;05/jun/17;05/jun/19;61;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Assistencia Social;Conselheiro Suplente;05/jun/17;05/jun/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;257;Governamental Saude;Conselheiro Titular;05/jun/17;05/jun/19;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Assistencia Social;Conselheiro Suplente;05/jun/17;05/jun/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;05/jun/17;05/jun/19;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Outras areas;Conselheiro Titular;05/jun/17;05/jun/19;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Assistencia Social;Conselheiro Suplente;05/jun/17;05/jun/19;49;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;05/jun/17;05/jun/19;50;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;05/jun/17;05/jun/19;52;51 a 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;260;Governamental Outras areas;Conselheiro Titular;05/jun/17;05/jun/19;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;05/jun/17;05/jun/19;32;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Assistencia Social;Conselheiro Titular;05/jun/17;05/jun/19;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;258;Governamental Educacao;Conselheiro Titular;05/jun/17;05/jun/19;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;255;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;05/jun/17;05/jun/19;67;Mais de 60 anos;2;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Educacao;Conselheiro Suplente;05/jun/17;05/jun/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;M;258;Governamental Assistencia Social;Conselheiro(a) Presidente;05/jun/17;05/jun/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
42;SC;Sul;6248436;295;F;257;Governamental Saude;Conselheiro Suplente;05/jun/17;05/jun/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;5,00;3,00;17,00;3,00;0,00;4,00;1,00;2,00;1,00;9,00;8,00;28
43;RS;Sul;10693929;497;M;257;Sociedade Civil - organizacoes dos usuarios;Conselheiro Suplente;06/mar/17;06/mar/19;;;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;M;256;Sociedade Civil - organizacoes dos usuarios;Conselheiro Titular;06/mar/17;06/mar/19;32;30 a 40 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;06/mar/17;06/mar/19;30;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;255;Sociedade Civil - dos usuarios;Conselheiro Suplente;06/mar/17;06/mar/19;65;Mais de 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;06/mar/17;06/mar/19;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;M;258;Sociedade Civil - dos usuarios;Conselheiro(a) Presidente;06/mar/17;06/mar/18;62;Mais de 60 anos;1;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Educacao;Conselheiro Titular;06/mar/17;06/mar/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;06/mar/17;06/mar/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Assistencia Social;Vice-Presidente;06/mar/17;06/mar/19;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;06/mar/17;06/mar/19;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;06/mar/17;06/mar/19;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Assistencia Social;Conselheiro Suplente;06/mar/17;06/mar/19;50;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;06/mar/17;06/mar/19;45;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;06/mar/17;06/mar/19;44;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;258;Governamental Assistencia Social;Conselheiro Suplente;06/mar/17;06/mar/19;42;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Saude;Conselheiro Titular;06/mar/17;06/mar/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Outras areas;Conselheiro Titular;06/mar/17;06/mar/19;44;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;260;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;06/mar/17;06/mar/19;36;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
43;RS;Sul;10693929;497;F;257;Governamental Assistencia Social;Conselheiro Titular;06/mar/17;06/mar/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;4,00;5,00;5,00;8,00;2,00;2,00;4,00;1,00;2,00;3,00;6,00;2,00;22
