UF;UF;Região;Pop_Total2010;Quant_municipios;q53_2;q53_3;q53_4;q53_5;q53_6;q53_7;q53_8;q53_9;REPRESENTAÇÃO;D53_2;D53_2_categoria;D53_4;D53_4bin1;D53_4bin2;D53_4bin3;D53_5bin1;D53_5bin2;D53_5bin3;D53_5bin4;D53_5bin1_TIT;D53_5bin1_SUPL;D53_5bin2_TIT;D53_5bin2_SUPL;D53_5bin3_TIT;D53_5bin3_SUPL;D53_5bin4_TIT;D53_5bin4_SUPL;D53_5bin1_sum;D53_5bin2_sum;D53_5bin3_sum;D53_5bin4_sum;D53_5bin1_TIT_sum;D53_5bin1_SUPL_sum;D53_5bin2_TIT_sum;D53_5bin2_SUPL_sum;D53_5bin3_TIT_sum;D53_5bin3_SUPL_sum;D53_5bin4_TIT_sum;D53_5bin4_SUPL_sum;nu_conselheiros
42;SC;Sul;6248436;295;28/10/1962;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;10/03/2015;10/03/2017;7;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;31/01/1966;F;Mestrado;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;10/03/2015;10/03/2017;4;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;13/08/1965;M;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Outro vínculo não permanente;10/03/2015;10/03/2017;6;51;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;03/09/1970;F;Mestrado;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;01/03/2016;10/03/2017;4;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;28/09/1972;M;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Sem vínculo;10/03/2015;10/03/2017;6;44;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;07/02/1964;M;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Outro vínculo não permanente;10/03/2015;10/03/2017;5;52;50 anos ou mais;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;02/09/1968;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;10/03/2015;10/03/2017;4;48;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;22/02/1963;F;Especialização;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;10/03/2015;10/03/2017;2;53;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;28/12/1971;M;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Outro vínculo não permanente;10/03/2015;10/03/2017;6;45;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;25/08/1973;F;Mestrado;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;10/03/2015;10/03/2017;4;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
42;SC;Sul;6248436;295;04/04/1974;F;Especialização;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;01/07/2016;10/03/2017;1;42;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;3,00;16,00;3,00;3,00;4,00;3,00;2,00;1,00;7,00;9,00;32
43;RS;Sul;10693929;497;01/01/2011;M;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Sem vínculo;17/11/2014;07/03/2017;8;;Até 29 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;31/03/1951;F;Mestrado;Sociedade Civil  organizações dos trabalhadores;Conselheiro Presidente;Sem vínculo;17/11/2014;07/03/2017;7;65;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;13/12/1986;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;5;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;28/03/1952;F;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Sem vínculo;17/11/2014;07/03/2017;6;64;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;23/04/1954;F;Superior Incompleto;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;8;62;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;15/01/1960;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;7;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;22/07/1943;M;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Sem vínculo;05/11/2014;07/03/2017;6;73;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;02/05/1955;M;Especialização;Sociedade Civil  dos usuários;Conselheiro Titular;Sem vínculo;05/11/2014;07/03/2017;6;61;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;15/09/1961;F;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;17/11/2014;07/03/2017;2;55;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;31/12/1962;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;4;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;10/07/1964;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;17/11/2014;07/03/2017;7;52;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;01/01/2011;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;1;;Até 29 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;05/11/1965;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;17/11/2014;07/03/2017;5;51;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;03/08/1965;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;17/11/2014;07/03/2017;5;51;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;06/10/1966;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Empregado Público Celetista  CLT;17/11/2014;07/03/2017;1;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;01/01/2011;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;05/11/2014;07/03/2017;7;;Até 29 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;09/01/1971;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;7;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;18/01/1972;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;17/11/2014;07/03/2017;7;44;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;31/03/1964;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;5;52;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;21/06/1969;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;05/11/2014;07/03/2017;5;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;28/09/1972;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;5;44;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;27/01/1971;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;17/11/2014;07/03/2017;4;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;09/01/1975;F;Especialização;Governamental  Assistência Social;Conselheiro Titular;Servidor Estatutário;17/11/2014;07/03/2017;1;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;06/12/1953;F;Médio Completo;Governamental  Outras áreas;Conselheiro Titular;Sem vínculo;17/11/2014;07/03/2017;4;63;50 anos ou mais;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;08/09/1966;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;05/11/2014;07/03/2017;7;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;23/12/1976;F;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;17/11/2014;07/03/2017;3;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;08/03/1976;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Empregado Público Celetista  CLT;17/11/2014;07/03/2017;1;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;20/06/1978;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;05/11/2014;07/03/2017;5;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
43;RS;Sul;10693929;497;20/08/1978;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;17/11/2014;07/03/2017;7;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;7,00;8,00;9,00;2,00;3,00;6,00;1,00;4,00;4,00;7,00;2,00;29
50;MS;Centro-Oeste;2449024;79;14/11/1983;M;Superior Completo;Governamental  Saúde;Conselheiro Titular;Sem vínculo;03/05/2016;20/09/2017;3;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;15/09/1983;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Presidente;Empregado Público Celetista  CLT;21/09/2015;20/09/2017;7;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;16/06/1983;F;Superior Completo;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;21/09/2015;21/09/2017;3;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;24/07/1986;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;24/10/2016;21/09/2017;7;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;25/05/1950;M;Superior Completo;Governamental  Educação;Conselheiro Suplente;Servidor Estatutário;21/09/2015;21/09/2017;2;66;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;29/04/1956;F;Médio Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Sem vínculo;21/09/2015;20/09/2017;8;60;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;17/08/1958;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;04/10/2016;20/09/2017;7;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;24/04/1961;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;21/09/2015;20/09/2017;4;55;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;20/10/1978;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Empregado Público Celetista  CLT;21/09/2015;20/09/2017;5;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;12/04/1966;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Empregado Público Celetista  CLT;21/09/2015;20/09/2017;5;50;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;01/11/1963;F;Especialização;Governamental  Outras áreas;Conselheiro Titular;Sem vínculo;21/09/2015;21/09/2017;4;53;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;15/01/1969;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Empregado Público Celetista  CLT;21/09/2015;20/09/2017;5;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;17/11/1973;M;Especialização;Governamental  Assistência Social;Conselheiro Suplente;Sem vínculo;03/05/2016;20/09/2017;1;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;19/12/1969;F;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;21/09/2015;20/09/2017;2;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;01/10/1971;M;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;20/07/2016;20/09/2017;5;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;18/03/1969;F;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Sem vínculo;21/09/2015;20/09/2017;8;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
50;MS;Centro-Oeste;2449024;79;04/03/1977;F;Especialização;Governamental  Assistência Social;Vice-Presidente;Servidor Estatutário;21/09/2015;20/09/2017;1;39;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;4,00;3,00;8,00;2,00;0,00;2,00;2,00;1,00;2,00;5,00;3,00;17
51;MT;Centro-Oeste;3035122;141;19/08/1988;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Voluntário;15/05/2015;15/05/2017;4;28;Até 29 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;09/08/1949;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;5;67;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;07/04/1947;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;15/05/2015;15/05/2017;5;69;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;17/10/1945;M;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;8;71;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;29/06/1957;F;Doutorado;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;15/05/2015;15/05/2017;5;59;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;05/02/1957;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;5;59;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;27/02/1959;F;Especialização;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;15/05/2015;15/05/2017;2;57;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;29/11/1960;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;15/05/2015;15/05/2017;5;56;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;09/01/1958;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;7;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;03/12/1963;F;Superior Completo;Governamental  Educação;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;2;53;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;19/08/1968;F;Especialização;Governamental  Outras áreas;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;4;48;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;10/04/1971;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;7;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;11/01/1970;M;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Voluntário;15/05/2015;15/05/2017;7;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
51;MT;Centro-Oeste;3035122;141;02/02/1970;M;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Voluntário;15/05/2015;15/05/2017;8;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;5,00;6,00;3,00;13,00;2,00;3,00;4,00;2,00;1,00;2,00;7,00;6,00;27
