NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Municipio;Pop_Total2010;Porte_pop2010;co_seq_dirigente;q39_2;q39_3;q39_6;q39_7;q39_8;q39_9;q39_10;q39_11;q39_12_1;q39_12_2;q39_12_3;D39_2;D39_2categoria;D39_6;D39_8;D39_6bin1;D39_6bin2;D39_6bin3;D39_8bin1;D39_8bin2;D39_8bin3;D39_8bin4;D39_7bin1;D39_7bin2;D39_7bin3;D39_7bin4;D39_7bin5
33039095954;330390;3303906;Região Sudeste;RJ;Petrópolis;295917;Grande;545528;6/28/1976;M;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;3/31/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31062094300;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;972347;11/14/1976;M;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Educador(a) Social;Menor que 20 horas semanais;4/10/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33045595866;330455;3304557;Região Sudeste;RJ;Rio de Janeiro;6320446;Metrópole;965953;2/15/1976;M;Médio Completo;Profissional de nível médio;Terceirizado;Educador(a) Social;40 horas semanais;5/29/2014;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33051097142;330510;3305109;Região Sudeste;RJ;São João de Meriti;458673;Grande;670748;3/29/1976;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Educador(a) Social;20 horas semanais;7/2/2013;Serviço de Abordagem Social; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35344095172;353440;3534401;Região Sudeste;SP;Osasco;666740;Grande;1043307;4/3/1976;M;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;7/6/2015;Outros; ; ;39;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
13547802262;354780;3547809;Região Sudeste;SP;Santo André;676407;Grande;1000160;8/1/1976;M;Médio Completo;Profissional de nível médio;Comissionado;Apoio administrativo;40 horas semanais;5/20/2015;Atividades de gestão (administrativo);Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;39;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
35032097284;350320;3503208;Região Sudeste;SP;Araraquara;208662;Grande;733380;12/7/1976;F;Médio Completo;Profissional de nível médio;Empregado Público (CLT);Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;6/18/2012;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
35032097284;350320;3503208;Região Sudeste;SP;Araraquara;208662;Grande;728030;12/8/1976;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Outros;Menor que 20 horas semanais;4/7/2014;Serviço de Abordagem Social; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33042096770;330420;3304201;Região Sudeste;RJ;Resende;119769;Grande;356481;10/23/1976;F;Médio Completo;Profissional de nível médio;Comissionado;Educador(a) Social;40 horas semanais;3/25/2009; ; ;Serviço de Abordagem Social;39;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
35076098083;350760;3507605;Região Sudeste;SP;Bragança Paulista;146744;Grande;665267;8/30/1976;F;Médio Completo;Profissional de nível médio;Empregado Público (CLT);Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;8/25/2014;Outros; ; ;39;De 30 a 39 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
35344095172;353440;3534401;Região Sudeste;SP;Osasco;666740;Grande;277207;10/1/1976;F;Médio Completo;Profissional de nível médio;Empregado Público (CLT);Educador(a) Social;40 horas semanais;9/10/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
41255095964;412550;4125506;Região Sul;PR;São José dos Pinhais;264210;Grande;789090;1/20/1976;F;Superior Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;2/25/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
12004097308;120040;1200401;Região Norte;AC;Rio Branco;336038;Grande;1006717;7/16/1976;M;Superior Incompleto;Profissional de nível médio;Terceirizado;Educador(a) Social;40 horas semanais;12/2/2013;Serviço de Abordagem Social;Serviço Especializado para Pessoas em Situação de Rua; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21113096866;211130;2111300;Região Nordeste;MA;São Luís;1014837;Metrópole;571363;10/26/1976;F;Superior Incompleto;Profissional de nível médio;Servidor Temporário;Educador(a) Social;30 horas semanais;10/17/2011;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
23073097218;230730;2307304;Região Nordeste;CE;Juazeiro do Norte;249939;Grande;1060508;1/1/1976;M;Médio Completo;Profissional de nível médio;Servidor Temporário;Educador(a) Social;40 horas semanais;7/1/2015;Serviço de Abordagem Social; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
22110095894;221100;2211001;Região Nordeste;PI;Teresina;814230;Grande;328220;11/8/1976;M;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;10/5/2008;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21012098032;210120;2101202;Região Nordeste;MA;Bacabal;100014;Grande;1045235;9/7/1976;M;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Outros;40 horas semanais;1/5/2015;Outros;Serviço de Abordagem Social; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21030097868;210300;2103000;Região Nordeste;MA;Caxias;155129;Grande;312031;10/6/1976;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Coordenador(a);Maior que 40 horas semanais;1/12/2013;Serviço de Abordagem Social; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41255095964;412550;4125506;Região Sul;PR;São José dos Pinhais;264210;Grande;485614;5/10/1976;F;Superior Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;3/31/2011;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
42082098109;420820;4208203;Região Sul;SC;Itajaí;183373;Grande;726353;4/8/1976;M;Superior Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;4/1/2014;Serviço de Abordagem Social;Outros; ;39;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
42082098109;420820;4208203;Região Sul;SC;Itajaí;183373;Grande;1056239;8/11/1976;M;Superior Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;6/1/2015;Serviço de Abordagem Social;Outros; ;39;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
41058098102;410580;4105805;Região Sul;PR;Colombo;212967;Grande;978037;9/18/1976;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;4/10/2014;Serviço de Abordagem Social; ; ;39;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
21122097838;211220;2112209;Região Nordeste;MA;Timon;155460;Grande;988822;3/5/1976;M;Médio Completo;Profissional de nível médio;Servidor Temporário;Outros;Maior que 40 horas semanais;9/1/2014;Outros;Atividades de gestão (administrativo); ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31062094300;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;732961;5/12/1976;F;Superior Incompleto;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Educador(a) Social;40 horas semanais;1/13/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;39;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41069097894;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;902252;5/27/1975;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;11/1/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
25040096456;250400;2504009;Região Nordeste;PB;Campina Grande;385213;Grande;969477;12/28/1975;M;Médio Completo;Profissional de nível médio;Servidor Temporário;Educador(a) Social;30 horas semanais;6/1/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
26116097090;261160;2611606;Região Nordeste;PE;Recife;1537704;Metrópole;623799;12/1/1975;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;3/5/2012;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
51076098052;510760;5107602;Região Centro-Oeste;MT;Rondonópolis;195476;Grande;948786;12/27/1975;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Apoio administrativo;40 horas semanais;9/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31567098086;315670;3156700;Região Sudeste;MG;Sabará;126269;Grande;1099030;8/9/1975;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Apoio administrativo;40 horas semanais;11/10/2015;Atividades de gestão (administrativo);Outros; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
33039095954;330390;3303906;Região Sudeste;RJ;Petrópolis;295917;Grande;1066356;8/7/1975;M;Superior Incompleto;Profissional de nível médio;Servidor Temporário;Estagiário(a);30 horas semanais;8/28/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33033096728;330330;3303302;Região Sudeste;RJ;Niterói;487562;Grande;327135;3/3/1975;M;Médio Completo;Profissional de nível médio;Terceirizado;Educador(a) Social;Maior que 40 horas semanais;3/1/2011;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33017093794;330170;3301702;Região Sudeste;RJ;Duque de Caxias;855048;Grande;516423;2/7/1975;F;Médio Completo;Profissional de nível médio;Comissionado;Apoio administrativo;40 horas semanais;1/6/2015;Atividades de gestão (administrativo); ; ;40;De 40 a 49 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
32052096286;320520;3205200;Região Sudeste;ES;Vila Velha;414586;Grande;670829;1/27/1975;M;Médio Completo;Profissional de nível médio;Servidor Temporário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;11/10/2013;Serviço de Abordagem Social;Outros; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
13205303522;320530;3205309;Região Sudeste;ES;Vitória;327801;Grande;1059903;1/26/1975;F;Superior Completo;Profissional de nível médio;Terceirizado;Outros;20 horas semanais;1/19/2015;Serviço Especializado para Pessoas em Situação de Rua; ;Outros;40;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
13205303522;320530;3205309;Região Sudeste;ES;Vitória;327801;Grande;843435;10/20/1975;F;Superior Completo;Profissional de nível médio;Terceirizado;Técnico(a) de nível médio;40 horas semanais;3/13/2013;Serviço Especializado para Pessoas em Situação de Rua; ;Outros;40;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35528097718;355280;3552809;Região Sudeste;SP;Taboão da Serra;244528;Grande;827998;11/9/1975;F;Superior Incompleto;Profissional de nível médio;Outro vínculo não permanente;Estagiário(a);30 horas semanais;9/10/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35095097312;350950;3509502;Região Sudeste;SP;Campinas;1080113;Metrópole;981730;1/9/1975;F;Superior Completo;Profissional de nível médio;Servidor Estatutário;Técnico(a) de nível médio;40 horas semanais;1/10/2003;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
35060095860;350600;3506003;Região Sudeste;SP;Bauru;343937;Grande;683790;7/16/1975;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Outros;40 horas semanais;8/21/2012;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35239097720;352390;3523909;Região Sudeste;SP;Itu;154147;Grande;1089958;6/25/1975;F;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;9/4/2015;Outros;Serviço de Abordagem Social; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
13548503089;354850;3548500;Região Sudeste;SP;Santos;419400;Grande;834512;7/7/1975;M;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Técnico(a) de nível médio;40 horas semanais;4/16/2009;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
15017098028;150170;1501709;Região Norte;PA;Bragança;113227;Grande;863175;10/20/1975;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;1/1/2014;Serviço de Abordagem Social;Outros; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
12004097308;120040;1200401;Região Norte;AC;Rio Branco;336038;Grande;327616;12/16/1975;F;Superior Incompleto;Profissional de nível médio;Terceirizado;Educador(a) Social;40 horas semanais;2/2/2014;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21113096454;211130;2111300;Região Nordeste;MA;São Luís;1014837;Metrópole;673937;5/27/1975;F;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Educador(a) Social;30 horas semanais;7/1/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21122097838;211220;2112209;Região Nordeste;MA;Timon;155460;Grande;918548;3/6/1975;F;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Educador(a) Social;40 horas semanais;1/3/2014;Serviço de Abordagem Social;Atividades de gestão (administrativo);Outros;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
26116097090;261160;2611606;Região Nordeste;PE;Recife;1537704;Metrópole;738519;9/23/1975;M;Médio Completo;Profissional de nível médio;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;3/12/2012;Outros; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41255095964;412550;4125506;Região Sul;PR;São José dos Pinhais;264210;Grande;485672;12/28/1975;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;3/31/2011;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
21122097838;211220;2112209;Região Nordeste;MA;Timon;155460;Grande;988829;8/21/1975;M;Médio Completo;Profissional de nível médio;Servidor Temporário;Outros;Maior que 40 horas semanais;9/1/2014;Outros;Atividades de gestão (administrativo); ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
26041095844;260410;2604106;Região Nordeste;PE;Caruaru;314912;Grande;1043641;8/10/1975;M;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Outros;30 horas semanais;1/7/2015;Outros; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41069097894;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;570650;5/11/1975;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;11/1/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35253098127;352530;3525300;Região Sudeste;SP;Jaú;131040;Grande;1044769;8/13/1975;M;Médio Completo;Profissional de nível médio;Comissionado;Outros;Maior que 40 horas semanais;8/30/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
42014098079;420140;4201406;Região Sul;SC;Araranguá;61310;Médio;1048783;6/9/1975;M;Médio Completo;Profissional de nível médio;Comissionado;Coordenador(a);40 horas semanais;8/1/2014;Atividades de gestão (administrativo);Serviço de Abordagem Social; ;40;De 40 a 49 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
29274097960;292740;2927408;Região Nordeste;BA;Salvador;2675656;Metrópole;967915;12/11/1975;F;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;12/2/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41255095964;412550;4125506;Região Sul;PR;São José dos Pinhais;264210;Grande;836333;2/18/1975;F;Superior Completo;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;11/11/2011;Serviço de Abordagem Social; ; ;40;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
31672097621;316720;3167202;Região Sudeste;MG;Sete Lagoas;214152;Grande;921406;10/8/1974;F;Superior Incompleto;Profissional de nível médio;Servidor Temporário;Técnico(a) de nível médio;20 horas semanais;1/2/2014;Serviço de Abordagem Social; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
50027095878;500270;5002704;Região Centro-Oeste;MS;Campo Grande;786797;Grande;1063117;7/13/1974;F;Médio Completo;Profissional de nível médio;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;4/23/2015;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
42093098048;420930;4209300;Região Sul;SC;Lages;156727;Grande;693163;8/30/1974;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;10/6/2014;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
27063098112;270630;2706307;Região Nordeste;AL;Palmeira dos Índios;70368;Médio;845194;5/5/1974;F;Médio Incompleto;Sem formação profissional;Servidor Temporário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;10/2/2015; ; ; ;41;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35028098030;350280;3502804;Região Sudeste;SP;Araçatuba;181579;Grande;1052781;8/17/1974;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Coordenador(a);40 horas semanais;2/13/2015;Atividades de gestão (administrativo); ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35522096410;355220;3552205;Região Sudeste;SP;Sorocaba;586625;Grande;1077162;5/28/1974;M;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Outros;40 horas semanais;9/1/2014;Serviço de Abordagem Social;Outros; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35528097718;355280;3552809;Região Sudeste;SP;Taboão da Serra;244528;Grande;1096017;11/8/1974;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Outros;40 horas semanais;3/10/2004;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35499095674;354990;3549904;Região Sudeste;SP;São José dos Campos;629921;Grande;968799;2/27/1974;M;Médio Completo;Profissional de nível médio;Terceirizado;Outros;Maior que 40 horas semanais;11/11/2013;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35076098083;350760;3507605;Região Sudeste;SP;Bragança Paulista;146744;Grande;343489;5/24/1974;F;Médio Completo;Profissional de nível médio;Empregado Público (CLT);Outros;Maior que 40 horas semanais;8/15/2014;Serviço de Abordagem Social; ; ;41;De 40 a 49 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
15014097758;150140;1501402;Região Norte;PA;Belém;1393399;Metrópole;1071110;12/3/1974;M;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Outros;30 horas semanais;1/5/2015;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
23073097218;230730;2307304;Região Nordeste;CE;Juazeiro do Norte;249939;Grande;848586;6/16/1974;F;Superior Incompleto;Profissional de nível médio;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;10/1/2013;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
23076597224;230765;2307650;Região Nordeste;CE;Maracanaú;209057;Grande;295017;7/24/1974;M;Médio Completo;Profissional de nível médio;Terceirizado;Outros;40 horas semanais;1/3/2014;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
22110095894;221100;2211001;Região Nordeste;PI;Teresina;814230;Grande;327450;11/13/1974;M;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Educador(a) Social;30 horas semanais;8/1/2011;Serviço Especializado para Pessoas em Situação de Rua; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
15008097764;150080;1500800;Região Norte;PA;Ananindeua;471980;Grande;993060;2/28/1974;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;7/9/2014;Outros; ; ;41;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
43051094550;430510;4305108;Região Sul;RS;Caxias do Sul;435564;Grande;350395;3/25/1974;F;Médio Completo;Profissional de nível médio;Servidor Estatutário;Coordenador(a);40 horas semanais;12/21/2014;Atividades de gestão (administrativo); ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
42054095896;420540;4205407;Região Sul;SC;Florianópolis;421240;Grande;1075499;7/29/1974;M;Médio Completo;Profissional de nível médio;Servidor Estatutário;Outros;40 horas semanais;2/12/2015;Serviço de Abordagem Social; ; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
42082098109;420820;4208203;Região Sul;SC;Itajaí;183373;Grande;726366;6/30/1974;M;Superior Incompleto;Profissional de nível médio;Servidor Estatutário;Educador(a) Social;40 horas semanais;4/1/2014;Serviço de Abordagem Social;Outros; ;41;De 40 a 49 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
